PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32719479","Inducible de novo expression of neoantigens in tumor cells and mice","Damo M, Fitzgerald B, Lu Y, Nader M, William I, Cheung JF, Connolly KA, Foster GG, Akama-Garren E, Lee DY, Chang GP, Gocheva V, Schmidt LM, Boileve A, Wilson JH, Cui C, Monroy I, Gokare P, Cabeceiras P, Jacks T, Joshi NS.","Nat Biotechnol. 2021 Jan;39(1):64-73. doi: 10.1038/s41587-020-0613-1. Epub 2020 Jul 27.","Damo M","Nat Biotechnol","2021","2020/07/29","PMC7854852","NIHMS1606636","10.1038/s41587-020-0613-1"
"33020604","Deep brain optogenetics without intracranial surgery","Chen R, Gore F, Nguyen QA, Ramakrishnan C, Patel S, Kim SH, Raffiee M, Kim YS, Hsueh B, Krook-Magnusson E, Soltesz I, Deisseroth K.","Nat Biotechnol. 2021 Feb;39(2):161-164. doi: 10.1038/s41587-020-0679-9. Epub 2020 Oct 5.","Chen R","Nat Biotechnol","2021","2020/10/06","PMC7878426","HHMIMS1643843","10.1038/s41587-020-0679-9"
"32690970","Glycosylase base editors enable C-to-A and C-to-G base changes","Zhao D, Li J, Li S, Xin X, Hu M, Price MA, Rosser SJ, Bi C, Zhang X.","Nat Biotechnol. 2021 Jan;39(1):35-40. doi: 10.1038/s41587-020-0592-2. Epub 2020 Jul 20.","Zhao D","Nat Biotechnol","2021","2020/07/22","","","10.1038/s41587-020-0592-2"
"32895550","Benchmarking of T cell receptor repertoire profiling methods reveals large systematic biases","Barennes P, Quiniou V, Shugay M, Egorov ES, Davydov AN, Chudakov DM, Uddin I, Ismail M, Oakes T, Chain B, Eugster A, Kashofer K, Rainer PP, Darko S, Ransier A, Douek DC, Klatzmann D, Mariotti-Ferrandiz E.","Nat Biotechnol. 2021 Feb;39(2):236-245. doi: 10.1038/s41587-020-0656-3. Epub 2020 Sep 7.","Barennes P","Nat Biotechnol","2021","2020/09/08","","","10.1038/s41587-020-0656-3"
"33230293","CRISPR RNA-guided integrases for high-efficiency, multiplexed bacterial genome engineering","Vo PLH, Ronda C, Klompe SE, Chen EE, Acree C, Wang HH, Sternberg SH.","Nat Biotechnol. 2021 Apr;39(4):480-489. doi: 10.1038/s41587-020-00745-y. Epub 2020 Nov 23.","Vo PLH","Nat Biotechnol","2021","2020/11/24","","","10.1038/s41587-020-00745-y"
"32661438","Optimization of AsCas12a for combinatorial genetic screens in human cells","DeWeirdt PC, Sanson KR, Sangree AK, Hegde M, Hanna RE, Feeley MN, Griffith AL, Teng T, Borys SM, Strand C, Joung JK, Kleinstiver BP, Pan X, Huang A, Doench JG.","Nat Biotechnol. 2021 Jan;39(1):94-104. doi: 10.1038/s41587-020-0600-6. Epub 2020 Jul 13.","DeWeirdt PC","Nat Biotechnol","2021","2020/07/15","PMC7854777","NIHMS1602677","10.1038/s41587-020-0600-6"
"32958957","Predicting the efficiency of prime editing guide RNAs in human cells","Kim HK, Yu G, Park J, Min S, Lee S, Yoon S, Kim HH.","Nat Biotechnol. 2021 Feb;39(2):198-206. doi: 10.1038/s41587-020-0677-y. Epub 2020 Sep 21.","Kim HK","Nat Biotechnol","2021","2020/09/22","","","10.1038/s41587-020-0677-y"
"33462507","Delineating copy number and clonal substructure in human tumors from single-cell transcriptomes","Gao R, Bai S, Henderson YC, Lin Y, Schalck A, Yan Y, Kumar T, Hu M, Sei E, Davis A, Wang F, Shaitelman SF, Wang JR, Chen K, Moulder S, Lai SY, Navin NE.","Nat Biotechnol. 2021 May;39(5):599-608. doi: 10.1038/s41587-020-00795-2. Epub 2021 Jan 18.","Gao R","Nat Biotechnol","2021","2021/01/19","PMC8122019","NIHMS1654346","10.1038/s41587-020-00795-2"
"32690971","CRISPR C-to-G base editors for inducing targeted DNA transversions in human cells","Kurt IC, Zhou R, Iyer S, Garcia SP, Miller BR, Langner LM, Grünewald J, Joung JK.","Nat Biotechnol. 2021 Jan;39(1):41-46. doi: 10.1038/s41587-020-0609-x. Epub 2020 Jul 20.","Kurt IC","Nat Biotechnol","2021","2020/07/22","PMC7854778","NIHMS1605460","10.1038/s41587-020-0609-x"
"33106685","Determination of isoform-specific RNA structure with nanopore long reads","Aw JGA, Lim SW, Wang JX, Lambert FRP, Tan WT, Shen Y, Zhang Y, Kaewsapsak P, Li C, Ng SB, Vardy LA, Tan MH, Nagarajan N, Wan Y.","Nat Biotechnol. 2021 Mar;39(3):336-346. doi: 10.1038/s41587-020-0712-z. Epub 2020 Oct 26.","Aw JGA","Nat Biotechnol","2021","2020/10/27","","","10.1038/s41587-020-0712-z"
"32690972","Cell type prioritization in single-cell data","Skinnider MA, Squair JW, Kathe C, Anderson MA, Gautier M, Matson KJE, Milano M, Hutson TH, Barraud Q, Phillips AA, Foster LJ, La Manno G, Levine AJ, Courtine G.","Nat Biotechnol. 2021 Jan;39(1):30-34. doi: 10.1038/s41587-020-0605-1. Epub 2020 Jul 20.","Skinnider MA","Nat Biotechnol","2021","2020/07/22","PMC7610525","EMS118049","10.1038/s41587-020-0605-1"
"33432199","ChIP-seq of plasma cell-free nucleosomes identifies gene expression programs of the cells of origin","Sadeh R, Sharkia I, Fialkoff G, Rahat A, Gutin J, Chappleboim A, Nitzan M, Fox-Fisher I, Neiman D, Meler G, Kamari Z, Yaish D, Peretz T, Hubert A, Cohen JE, Salah A, Temper M, Grinshpun A, Maoz M, Abu-Gazala S, Ben Ya'acov A, Shteyer E, Safadi R, Kaplan T, Shemer R, Planer D, Galun E, Glaser B, Zick A, Dor Y, Friedman N.","Nat Biotechnol. 2021 May;39(5):586-598. doi: 10.1038/s41587-020-00775-6. Epub 2021 Jan 11.","Sadeh R","Nat Biotechnol","2021","2021/01/12","PMC7610786","EMS114933","10.1038/s41587-020-00775-6"
"32788668","Massively parallel single-cell mitochondrial DNA genotyping and chromatin profiling","Lareau CA, Ludwig LS, Muus C, Gohil SH, Zhao T, Chiang Z, Pelka K, Verboon JM, Luo W, Christian E, Rosebrock D, Getz G, Boland GM, Chen F, Buenrostro JD, Hacohen N, Wu CJ, Aryee MJ, Regev A, Sankaran VG.","Nat Biotechnol. 2021 Apr;39(4):451-461. doi: 10.1038/s41587-020-0645-6. Epub 2020 Aug 12.","Lareau CA","Nat Biotechnol","2021","2020/08/14","PMC7878580","NIHMS1613366","10.1038/s41587-020-0645-6"
"33199876","Identification of highly selective covalent inhibitors by phage display","Chen S, Lovell S, Lee S, Fellner M, Mace PD, Bogyo M.","Nat Biotechnol. 2021 Apr;39(4):490-498. doi: 10.1038/s41587-020-0733-7. Epub 2020 Nov 16.","Chen S","Nat Biotechnol","2021","2020/11/17","PMC8043995","NIHMS1636758","10.1038/s41587-020-0733-7"
"33432198","Targeting herpes simplex virus with CRISPR-Cas9 cures herpetic stromal keratitis in mice","Yin D, Ling S, Wang D, Dai Y, Jiang H, Zhou X, Paludan SR, Hong J, Cai Y.","Nat Biotechnol. 2021 May;39(5):567-577. doi: 10.1038/s41587-020-00781-8. Epub 2021 Jan 11.","Yin D","Nat Biotechnol","2021","2021/01/12","PMC7611178","EMS127943","10.1038/s41587-020-00781-8"
"32690973","A unified catalog of 204,938 reference genomes from the human gut microbiome","Almeida A, Nayfach S, Boland M, Strozzi F, Beracochea M, Shi ZJ, Pollard KS, Sakharova E, Parks DH, Hugenholtz P, Segata N, Kyrpides NC, Finn RD.","Nat Biotechnol. 2021 Jan;39(1):105-114. doi: 10.1038/s41587-020-0603-3. Epub 2020 Jul 20.","Almeida A","Nat Biotechnol","2021","2020/07/22","PMC7801254","","10.1038/s41587-020-0603-3"
"33199875","A long-term study of AAV gene therapy in dogs with hemophilia A identifies clonal expansions of transduced liver cells","Nguyen GN, Everett JK, Kafle S, Roche AM, Raymond HE, Leiby J, Wood C, Assenmacher CA, Merricks EP, Long CT, Kazazian HH, Nichols TC, Bushman FD, Sabatino DE.","Nat Biotechnol. 2021 Jan;39(1):47-55. doi: 10.1038/s41587-020-0741-7. Epub 2020 Nov 16.","Nguyen GN","Nat Biotechnol","2021","2020/11/17","PMC7855056","NIHMS1638539","10.1038/s41587-020-0741-7"
"33398154","Reimagining high-throughput profiling of reactive cysteines for cell-based screening of large electrophile libraries","Kuljanin M, Mitchell DC, Schweppe DK, Gikandi AS, Nusinow DP, Bulloch NJ, Vinogradova EV, Wilson DL, Kool ET, Mancias JD, Cravatt BF, Gygi SP.","Nat Biotechnol. 2021 May;39(5):630-641. doi: 10.1038/s41587-020-00778-3. Epub 2021 Jan 4.","Kuljanin M","Nat Biotechnol","2021","2021/01/05","PMC8316984","NIHMS1660575","10.1038/s41587-020-00778-3"
"32719478","Isolating live cell clones from barcoded populations using CRISPRa-inducible reporters","Umkehrer C, Holstein F, Formenti L, Jude J, Froussios K, Neumann T, Cronin SM, Haas L, Lipp JJ, Burkard TR, Fellner M, Wiesner T, Zuber J, Obenauf AC.","Nat Biotechnol. 2021 Feb;39(2):174-178. doi: 10.1038/s41587-020-0614-0. Epub 2020 Jul 27.","Umkehrer C","Nat Biotechnol","2021","2020/07/29","","","10.1038/s41587-020-0614-0"
"33288905","Chromosome-scale, haplotype-resolved assembly of human genomes","Garg S, Fungtammasan A, Carroll A, Chou M, Schmitt A, Zhou X, Mac S, Peluso P, Hatas E, Ghurye J, Maguire J, Mahmoud M, Cheng H, Heller D, Zook JM, Moemke T, Marschall T, Sedlazeck FJ, Aach J, Chin CS, Church GM, Li H.","Nat Biotechnol. 2021 Mar;39(3):309-312. doi: 10.1038/s41587-020-0711-0. Epub 2020 Dec 7.","Garg S","Nat Biotechnol","2021","2020/12/08","PMC7954703","NIHMS1630556","10.1038/s41587-020-0711-0"
"33376248","Messengers of hope","","Nat Biotechnol. 2021 Jan;39(1):1. doi: 10.1038/s41587-020-00807-1.","","Nat Biotechnol","2021","2020/12/30","PMC7771724","","10.1038/s41587-020-00807-1"
"32895548","Massively parallel kinetic profiling of natural and engineered CRISPR nucleases","Jones SK Jr, Hawkins JA, Johnson NV, Jung C, Hu K, Rybarski JR, Chen JS, Doudna JA, Press WH, Finkelstein IJ.","Nat Biotechnol. 2021 Jan;39(1):84-93. doi: 10.1038/s41587-020-0646-5. Epub 2020 Sep 7.","Jones SK Jr","Nat Biotechnol","2021","2020/09/08","","","10.1038/s41587-020-0646-5"
"34635837","Identification of tumor antigens with immunopeptidomics","Chong C, Coukos G, Bassani-Sternberg M.","Nat Biotechnol. 2021 Oct 11. doi: 10.1038/s41587-021-01038-8. Online ahead of print.","Chong C","Nat Biotechnol","2021","2021/10/12","","","10.1038/s41587-021-01038-8"
"34750572","Nanopore sequencing technology, bioinformatics and applications","Wang Y, Zhao Y, Bollas A, Wang Y, Au KF.","Nat Biotechnol. 2021 Nov;39(11):1348-1365. doi: 10.1038/s41587-021-01108-x. Epub 2021 Nov 8.","Wang Y","Nat Biotechnol","2021","2021/11/09","","","10.1038/s41587-021-01108-x"
"33349699","CheckV assesses the quality and completeness of metagenome-assembled viral genomes","Nayfach S, Camargo AP, Schulz F, Eloe-Fadrosh E, Roux S, Kyrpides NC.","Nat Biotechnol. 2021 May;39(5):578-585. doi: 10.1038/s41587-020-00774-7. Epub 2020 Dec 21.","Nayfach S","Nat Biotechnol","2021","2020/12/22","PMC8116208","","10.1038/s41587-020-00774-7"
"33462509","Assessing single-cell transcriptomic variability through density-preserving data visualization","Narayan A, Berger B, Cho H.","Nat Biotechnol. 2021 Jun;39(6):765-774. doi: 10.1038/s41587-020-00801-7. Epub 2021 Jan 18.","Narayan A","Nat Biotechnol","2021","2021/01/19","PMC8195812","NIHMS1655068","10.1038/s41587-020-00801-7"
"32958958","Epineural optogenetic activation of nociceptors initiates and amplifies inflammation","Michoud F, Seehus C, Schönle P, Brun N, Taub D, Zhang Z, Jain A, Furfaro I, Akouissi O, Moon R, Meier P, Galan K, Doyle B, Tetreault M, Talbot S, Browne LE, Huang Q, Woolf CJ, Lacour SP.","Nat Biotechnol. 2021 Feb;39(2):179-185. doi: 10.1038/s41587-020-0673-2. Epub 2020 Sep 21.","Michoud F","Nat Biotechnol","2021","2020/09/22","PMC7878280","NIHMS1620184","10.1038/s41587-020-0673-2"
"33106681","A near-infrared genetically encoded calcium indicator for in vivo imaging","Shemetov AA, Monakhov MV, Zhang Q, Canton-Josh JE, Kumar M, Chen M, Matlashov ME, Li X, Yang W, Nie L, Shcherbakova DM, Kozorovitskiy Y, Yao J, Ji N, Verkhusha VV.","Nat Biotechnol. 2021 Mar;39(3):368-377. doi: 10.1038/s41587-020-0710-1. Epub 2020 Oct 26.","Shemetov AA","Nat Biotechnol","2021","2020/10/27","PMC7956128","NIHMS1630558","10.1038/s41587-020-0710-1"
"34931002","Single-cell immunology of SARS-CoV-2 infection","Tian Y, Carpp LN, Miller HER, Zager M, Newell EW, Gottardo R.","Nat Biotechnol. 2021 Dec 20. doi: 10.1038/s41587-021-01131-y. Online ahead of print.","Tian Y","Nat Biotechnol","2021","2021/12/21","","","10.1038/s41587-021-01131-y"
"33432216","Circular RNA","","Nat Biotechnol. 2021 Jan;39(1):23. doi: 10.1038/s41587-020-00787-2.","","Nat Biotechnol","2021","2021/01/12","","","10.1038/s41587-020-00787-2"
"33398153","Improved metagenome binning and assembly using deep variational autoencoders","Nissen JN, Johansen J, Allesøe RL, Sønderby CK, Armenteros JJA, Grønbech CH, Jensen LJ, Nielsen HB, Petersen TN, Winther O, Rasmussen S.","Nat Biotechnol. 2021 May;39(5):555-560. doi: 10.1038/s41587-020-00777-4. Epub 2021 Jan 4.","Nissen JN","Nat Biotechnol","2021","2021/01/05","","","10.1038/s41587-020-00777-4"
"33941931","Computational principles and challenges in single-cell data integration","Argelaguet R, Cuomo ASE, Stegle O, Marioni JC.","Nat Biotechnol. 2021 Oct;39(10):1202-1215. doi: 10.1038/s41587-021-00895-7. Epub 2021 May 3.","Argelaguet R","Nat Biotechnol","2021","2021/05/04","","","10.1038/s41587-021-00895-7"
"33767396","Ultra-fast proteomics with Scanning SWATH","Messner CB, Demichev V, Bloomfield N, Yu JSL, White M, Kreidl M, Egger AS, Freiwald A, Ivosev G, Wasim F, Zelezniak A, Jürgens L, Suttorp N, Sander LE, Kurth F, Lilley KS, Mülleder M, Tate S, Ralser M.","Nat Biotechnol. 2021 Jul;39(7):846-854. doi: 10.1038/s41587-021-00860-4. Epub 2021 Mar 25.","Messner CB","Nat Biotechnol","2021","2021/03/26","PMC7611254","EMS121430","10.1038/s41587-021-00860-4"
"34504339","Organoids","","Nat Biotechnol. 2021 Sep;39(9):1076. doi: 10.1038/s41587-021-01055-7.","","Nat Biotechnol","2021","2021/09/10","","","10.1038/s41587-021-01055-7"
"34113032","Proteomics","","Nat Biotechnol. 2021 Jun;39(6):684. doi: 10.1038/s41587-021-00958-9.","","Nat Biotechnol","2021","2021/06/11","","","10.1038/s41587-021-00958-9"
"34257455","Microbiomes","","Nat Biotechnol. 2021 Jul;39(7):808. doi: 10.1038/s41587-021-00978-5.","","Nat Biotechnol","2021","2021/07/14","","","10.1038/s41587-021-00978-5"
"33846647","Xenotransplantation","","Nat Biotechnol. 2021 Apr;39(4):418. doi: 10.1038/s41587-021-00888-6.","","Nat Biotechnol","2021","2021/04/13","","","10.1038/s41587-021-00888-6"
"33692506","Metagenomics","","Nat Biotechnol. 2021 Mar;39(3):291. doi: 10.1038/s41587-021-00851-5.","","Nat Biotechnol","2021","2021/03/11","","","10.1038/s41587-021-00851-5"
"34635835","Volumetric interferometric lattice light-sheet imaging","Cao B, Coelho S, Li J, Wang G, Pertsinidis A.","Nat Biotechnol. 2021 Nov;39(11):1385-1393. doi: 10.1038/s41587-021-01042-y. Epub 2021 Oct 11.","Cao B","Nat Biotechnol","2021","2021/10/12","PMC8595582","NIHMS1729175","10.1038/s41587-021-01042-y"
"33077962","Analysis of RNA-protein networks with RNP-MaP defines functional hubs on RNA","Weidmann CA, Mustoe AM, Jariwala PB, Calabrese JM, Weeks KM.","Nat Biotechnol. 2021 Mar;39(3):347-356. doi: 10.1038/s41587-020-0709-7. Epub 2020 Oct 19.","Weidmann CA","Nat Biotechnol","2021","2020/10/20","PMC7956044","NIHMS1629607","10.1038/s41587-020-0709-7"
"33257864","Readfish enables targeted nanopore sequencing of gigabase-sized genomes","Payne A, Holmes N, Clarke T, Munro R, Debebe BJ, Loose M.","Nat Biotechnol. 2021 Apr;39(4):442-450. doi: 10.1038/s41587-020-00746-x. Epub 2020 Nov 30.","Payne A","Nat Biotechnol","2021","2020/12/01","PMC7610616","EMS118410","10.1038/s41587-020-00746-x"
"33824513","Radical solutions","","Nat Biotechnol. 2021 Apr;39(4):391. doi: 10.1038/s41587-021-00908-5.","","Nat Biotechnol","2021","2021/04/07","PMC8023346","","10.1038/s41587-021-00908-5"
"33875866","Iterative single-cell multi-omic integration using online learning","Gao C, Liu J, Kriebel AR, Preissl S, Luo C, Castanon R, Sandoval J, Rivkin A, Nery JR, Behrens MM, Ecker JR, Ren B, Welch JD.","Nat Biotechnol. 2021 Aug;39(8):1000-1007. doi: 10.1038/s41587-021-00867-x. Epub 2021 Apr 19.","Gao C","Nat Biotechnol","2021","2021/04/20","PMC8355612","NIHMS1675955","10.1038/s41587-021-00867-x"
"34697476","Functional single-cell genomics of human cytomegalovirus infection","Hein MY, Weissman JS.","Nat Biotechnol. 2021 Oct 25. doi: 10.1038/s41587-021-01059-3. Online ahead of print.","Hein MY","Nat Biotechnol","2021","2021/10/26","","","10.1038/s41587-021-01059-3"
"33230292","Systematic classification of unknown metabolites using high-resolution fragmentation mass spectra","Dührkop K, Nothias LF, Fleischauer M, Reher R, Ludwig M, Hoffmann MA, Petras D, Gerwick WH, Rousu J, Dorrestein PC, Böcker S.","Nat Biotechnol. 2021 Apr;39(4):462-471. doi: 10.1038/s41587-020-0740-8. Epub 2020 Nov 23.","Dührkop K","Nat Biotechnol","2021","2020/11/24","","","10.1038/s41587-020-0740-8"
"34504352","Sequencing benchmarked","","Nat Biotechnol. 2021 Sep;39(9):1027. doi: 10.1038/s41587-021-01067-3.","","Nat Biotechnol","2021","2021/09/10","","","10.1038/s41587-021-01067-3"
"34089039","Ultra-precision medicine","","Nat Biotechnol. 2021 Jun;39(6):645. doi: 10.1038/s41587-021-00967-8.","","Nat Biotechnol","2021","2021/06/05","","","10.1038/s41587-021-00967-8"
"33526948","Cleaning house","","Nat Biotechnol. 2021 Feb;39(2):121. doi: 10.1038/s41587-021-00832-8.","","Nat Biotechnol","2021","2021/02/02","","","10.1038/s41587-021-00832-8"
"34608327","Engineered pegRNAs improve prime editing efficiency","Nelson JW, Randolph PB, Shen SP, Everette KA, Chen PJ, Anzalone AV, An M, Newby GA, Chen JC, Hsu A, Liu DR.","Nat Biotechnol. 2021 Oct 4. doi: 10.1038/s41587-021-01039-7. Online ahead of print.","Nelson JW","Nat Biotechnol","2021","2021/10/05","","","10.1038/s41587-021-01039-7"
"32879467","Characterizing allele- and haplotype-specific copy numbers in single cells with CHISEL","Zaccaria S, Raphael BJ.","Nat Biotechnol. 2021 Feb;39(2):207-214. doi: 10.1038/s41587-020-0661-6. Epub 2020 Sep 2.","Zaccaria S","Nat Biotechnol","2021","2020/09/04","","","10.1038/s41587-020-0661-6"
"33420495","First Rounders: Grace Colón","","Nat Biotechnol. 2021 Feb;39(2):155. doi: 10.1038/s41587-020-00808-0.","","Nat Biotechnol","2021","2021/01/09","","","10.1038/s41587-020-00808-0"
"33859402","Quantitative mapping of the cellular small RNA landscape with AQRNA-seq","Hu JF, Yim D, Ma D, Huber SM, Davis N, Bacusmo JM, Vermeulen S, Zhou J, Begley TJ, DeMott MS, Levine SS, de Crécy-Lagard V, Dedon PC, Cao B.","Nat Biotechnol. 2021 Aug;39(8):978-988. doi: 10.1038/s41587-021-00874-y. Epub 2021 Apr 15.","Hu JF","Nat Biotechnol","2021","2021/04/16","PMC8355021","NIHMS1677898","10.1038/s41587-021-00874-y"
"33432197","Volumetric live cell imaging with three-dimensional parallelized RESOLFT microscopy","Bodén A, Pennacchietti F, Coceano G, Damenti M, Ratz M, Testa I.","Nat Biotechnol. 2021 May;39(5):609-618. doi: 10.1038/s41587-020-00779-2. Epub 2021 Jan 11.","Bodén A","Nat Biotechnol","2021","2021/01/12","","","10.1038/s41587-020-00779-2"
"32895549","Plug-and-play control of a brain-computer interface through neural map stabilization","Silversmith DB, Abiri R, Hardy NF, Natraj N, Tu-Chan A, Chang EF, Ganguly K.","Nat Biotechnol. 2021 Mar;39(3):326-335. doi: 10.1038/s41587-020-0662-5. Epub 2020 Sep 7.","Silversmith DB","Nat Biotechnol","2021","2020/09/08","","","10.1038/s41587-020-0662-5"
"34140680","The RNA Atlas expands the catalog of human non-coding RNAs","Lorenzi L, Chiu HS, Avila Cobos F, Gross S, Volders PJ, Cannoodt R, Nuytens J, Vanderheyden K, Anckaert J, Lefever S, Tay AP, de Bony EJ, Trypsteen W, Gysens F, Vromman M, Goovaerts T, Hansen TB, Kuersten S, Nijs N, Taghon T, Vermaelen K, Bracke KR, Saeys Y, De Meyer T, Deshpande NP, Anande G, Chen TW, Wilkins MR, Unnikrishnan A, De Preter K, Kjems J, Koster J, Schroth GP, Vandesompele J, Sumazin P, Mestdagh P.","Nat Biotechnol. 2021 Nov;39(11):1453-1465. doi: 10.1038/s41587-021-00936-1. Epub 2021 Jun 17.","Lorenzi L","Nat Biotechnol","2021","2021/06/18","","","10.1038/s41587-021-00936-1"
"33692513","The next 25 years","","Nat Biotechnol. 2021 Mar;39(3):249. doi: 10.1038/s41587-021-00872-0.","","Nat Biotechnol","2021","2021/03/11","","","10.1038/s41587-021-00872-0"
"33318651","EEG-based model and antidepressant response","Nilsonne G, Harrell FE Jr.","Nat Biotechnol. 2021 Jan;39(1):27. doi: 10.1038/s41587-020-00768-5. Epub 2020 Dec 14.","Nilsonne G","Nat Biotechnol","2021","2020/12/15","","","10.1038/s41587-020-00768-5"
