PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34020546","A comprehensive survey of regulatory network inference methods using single cell RNA sequencing data","Nguyen H, Tran D, Tran B, Pehlivan B, Nguyen T.","Brief Bioinform. 2021 May 20;22(3):bbaa190. doi: 10.1093/bib/bbaa190.","Nguyen H","Brief Bioinform","2021","2021/05/22","PMC8138892","","10.1093/bib/bbaa190"
"33787847","Machine learning for phytopathology: from the molecular scale towards the network scale","Wang Y, Zhou M, Zou Q, Xu L.","Brief Bioinform. 2021 Sep 2;22(5):bbab037. doi: 10.1093/bib/bbab037.","Wang Y","Brief Bioinform","2021","2021/03/31","","","10.1093/bib/bbab037"
"34891154","Tumor immune microenvironment lncRNAs","Park EG, Pyo SJ, Cui Y, Yoon SH, Nam JW.","Brief Bioinform. 2021 Dec 10:bbab504. doi: 10.1093/bib/bbab504. Online ahead of print.","Park EG","Brief Bioinform","2021","2021/12/10","","","10.1093/bib/bbab504"
"33758925","A map of mass spectrometry-based in silico fragmentation prediction and compound identification in metabolomics","Krettler CA, Thallinger GG.","Brief Bioinform. 2021 Sep 2;22(5):bbab073. doi: 10.1093/bib/bbab073.","Krettler CA","Brief Bioinform","2021","2021/03/24","","","10.1093/bib/bbab073"
"33782690","On the limits of active module identification","Lazareva O, Baumbach J, List M, Blumenthal DB.","Brief Bioinform. 2021 Sep 2;22(5):bbab066. doi: 10.1093/bib/bbab066.","Lazareva O","Brief Bioinform","2021","2021/03/30","","","10.1093/bib/bbab066"
"33675361","The miRNA: a small but powerful RNA for COVID-19","Zhang S, Amahong K, Sun X, Lian X, Liu J, Sun H, Lou Y, Zhu F, Qiu Y.","Brief Bioinform. 2021 Mar 22;22(2):1137-1149. doi: 10.1093/bib/bbab062.","Zhang S","Brief Bioinform","2021","2021/03/06","PMC7989616","","10.1093/bib/bbab062"
"33537706","Genome annotation of disease-causing microorganisms","Dong Y, Li C, Kim K, Cui L, Liu X.","Brief Bioinform. 2021 Mar 22;22(2):845-854. doi: 10.1093/bib/bbab004.","Dong Y","Brief Bioinform","2021","2021/02/04","PMC7986607","","10.1093/bib/bbab004"
"34020552","Genome-wide discovery of pre-miRNAs: comparison of recent approaches based on machine learning","Bugnon LA, Yones C, Milone DH, Stegmayer G.","Brief Bioinform. 2021 May 20;22(3):bbaa184. doi: 10.1093/bib/bbaa184.","Bugnon LA","Brief Bioinform","2021","2021/05/22","","","10.1093/bib/bbaa184"
"34619769","A protocol for dynamic model calibration","Villaverde AF, Pathirana D, Fröhlich F, Hasenauer J, Banga JR.","Brief Bioinform. 2021 Oct 8:bbab387. doi: 10.1093/bib/bbab387. Online ahead of print.","Villaverde AF","Brief Bioinform","2021","2021/10/07","","","10.1093/bib/bbab387"
"33693513","A survey on computational models for predicting protein-protein interactions","Hu L, Wang X, Huang YA, Hu P, You ZH.","Brief Bioinform. 2021 Sep 2;22(5):bbab036. doi: 10.1093/bib/bbab036.","Hu L","Brief Bioinform","2021","2021/03/11","","","10.1093/bib/bbab036"
"33866355","Pharmacometabonomics: data processing and statistical analysis","Fu J, Zhang Y, Liu J, Lian X, Tang J, Zhu F.","Brief Bioinform. 2021 Sep 2;22(5):bbab138. doi: 10.1093/bib/bbab138.","Fu J","Brief Bioinform","2021","2021/04/18","","","10.1093/bib/bbab138"
"33725119","Multi-omics approaches for revealing the complexity of cardiovascular disease","Doran S, Arif M, Lam S, Bayraktar A, Turkez H, Uhlen M, Boren J, Mardinoglu A.","Brief Bioinform. 2021 Sep 2;22(5):bbab061. doi: 10.1093/bib/bbab061.","Doran S","Brief Bioinform","2021","2021/03/16","PMC8425417","","10.1093/bib/bbab061"
"33693490","Current status and future perspectives of computational studies on human-virus protein-protein interactions","Lian X, Yang X, Yang S, Zhang Z.","Brief Bioinform. 2021 Sep 2;22(5):bbab029. doi: 10.1093/bib/bbab029.","Lian X","Brief Bioinform","2021","2021/03/11","","","10.1093/bib/bbab029"
"33634311","A comprehensive review of scaffolding methods in genome assembly","Luo J, Wei Y, Lyu M, Wu Z, Liu X, Luo H, Yan C.","Brief Bioinform. 2021 Sep 2;22(5):bbab033. doi: 10.1093/bib/bbab033.","Luo J","Brief Bioinform","2021","2021/02/26","","","10.1093/bib/bbab033"
"34020536","Federated sharing and processing of genomic datasets for tertiary data analysis","Canakoglu A, Pinoli P, Gulino A, Nanni L, Masseroli M, Ceri S.","Brief Bioinform. 2021 May 20;22(3):bbaa091. doi: 10.1093/bib/bbaa091.","Canakoglu A","Brief Bioinform","2021","2021/05/22","","","10.1093/bib/bbaa091"
"34013329","Reconciling multiple connectivity scores for drug repurposing","Samart K, Tuyishime P, Krishnan A, Ravi J.","Brief Bioinform. 2021 Nov 5;22(6):bbab161. doi: 10.1093/bib/bbab161.","Samart K","Brief Bioinform","2021","2021/05/20","PMC8597919","","10.1093/bib/bbab161"
"34498670","Using molecular embeddings in QSAR modeling: does it make a difference?","Sabando MV, Ponzoni I, Milios EE, Soto AJ.","Brief Bioinform. 2021 Sep 8:bbab365. doi: 10.1093/bib/bbab365. Online ahead of print.","Sabando MV","Brief Bioinform","2021","2021/09/09","","","10.1093/bib/bbab365"
"34020551","TERL: classification of transposable elements by convolutional neural networks","da Cruz MHP, Domingues DS, Saito PTM, Paschoal AR, Bugatti PH.","Brief Bioinform. 2021 May 20;22(3):bbaa185. doi: 10.1093/bib/bbaa185.","da Cruz MHP","Brief Bioinform","2021","2021/05/22","","","10.1093/bib/bbaa185"
"33569575","Unsupervised and self-supervised deep learning approaches for biomedical text mining","Nadif M, Role F.","Brief Bioinform. 2021 Mar 22;22(2):1592-1603. doi: 10.1093/bib/bbab016.","Nadif M","Brief Bioinform","2021","2021/02/11","","","10.1093/bib/bbab016"
"33842944","Machine learning approach to gene essentiality prediction: a review","Aromolaran O, Aromolaran D, Isewon I, Oyelade J.","Brief Bioinform. 2021 Sep 2;22(5):bbab128. doi: 10.1093/bib/bbab128.","Aromolaran O","Brief Bioinform","2021","2021/04/12","","","10.1093/bib/bbab128"
"34591953","Bioinformatics mentorship in a resource limited setting","Jjingo D, Mboowa G, Sserwadda I, Kakaire R, Kiberu D, Amujal M, Galiwango R, Kateete D, Joloba M, Whalen CC.","Brief Bioinform. 2021 Sep 30:bbab399. doi: 10.1093/bib/bbab399. Online ahead of print.","Jjingo D","Brief Bioinform","2021","2021/09/30","","","10.1093/bib/bbab399"
"34571538","A comprehensive review of online resources for microRNA-diseases associations: the state of the art","Mahjoubin-Tehran M, Rezaei S, Jalili A, Sahebkar A, Aghaee-Bakhtiari SH.","Brief Bioinform. 2021 Sep 27:bbab381. doi: 10.1093/bib/bbab381. Online ahead of print.","Mahjoubin-Tehran M","Brief Bioinform","2021","2021/09/27","","","10.1093/bib/bbab381"
"33778867","Advances in bulk and single-cell multi-omics approaches for systems biology and precision medicine","Li Y, Ma L, Wu D, Chen G.","Brief Bioinform. 2021 Sep 2;22(5):bbab024. doi: 10.1093/bib/bbab024.","Li Y","Brief Bioinform","2021","2021/03/29","","","10.1093/bib/bbab024"
"33757279","Identification and characterization of circRNAs encoded by MERS-CoV, SARS-CoV-1 and SARS-CoV-2","Cai Z, Lu C, He J, Liu L, Zou Y, Zhang Z, Zhu Z, Ge X, Wu A, Jiang T, Zheng H, Peng Y.","Brief Bioinform. 2021 Mar 22;22(2):1297-1308. doi: 10.1093/bib/bbaa334.","Cai Z","Brief Bioinform","2021","2021/03/24","PMC7799257","","10.1093/bib/bbaa334"
"34729589","Positive-unlabeled learning in bioinformatics and computational biology: a brief review","Li F, Dong S, Leier A, Han M, Guo X, Xu J, Wang X, Pan S, Jia C, Zhang Y, Webb GI, Coin LJM, Li C, Song J.","Brief Bioinform. 2021 Nov 3:bbab461. doi: 10.1093/bib/bbab461. Online ahead of print.","Li F","Brief Bioinform","2021","2021/11/03","","","10.1093/bib/bbab461"
"33847347","Bioinformatics and system biology approach to identify the influences of SARS-CoV-2 infections to idiopathic pulmonary fibrosis and chronic obstructive pulmonary disease patients","Mahmud SMH, Al-Mustanjid M, Akter F, Rahman MS, Ahmed K, Rahman MH, Chen W, Moni MA.","Brief Bioinform. 2021 Sep 2;22(5):bbab115. doi: 10.1093/bib/bbab115.","Mahmud SMH","Brief Bioinform","2021","2021/04/13","PMC8083324","","10.1093/bib/bbab115"
"33539530","Diseasome and comorbidities complexities of SARS-CoV-2 infection with common malignant diseases","Satu MS, Khan MI, Rahman MR, Howlader KC, Roy S, Roy SS, Quinn JMW, Moni MA.","Brief Bioinform. 2021 Mar 22;22(2):1415-1429. doi: 10.1093/bib/bbab003.","Satu MS","Brief Bioinform","2021","2021/02/04","PMC7929360","","10.1093/bib/bbab003"
"33580783","Functional alterations caused by mutations reflect evolutionary trends of SARS-CoV-2","Cheng L, Han X, Zhu Z, Qi C, Wang P, Zhang X.","Brief Bioinform. 2021 Mar 22;22(2):1442-1450. doi: 10.1093/bib/bbab042.","Cheng L","Brief Bioinform","2021","2021/02/13","PMC7953981","","10.1093/bib/bbab042"
"33517364","Computational resources for identifying and describing proteins driving liquid-liquid phase separation","Pancsa R, Vranken W, Mészáros B.","Brief Bioinform. 2021 Sep 2;22(5):bbaa408. doi: 10.1093/bib/bbaa408.","Pancsa R","Brief Bioinform","2021","2021/01/31","PMC8425267","","10.1093/bib/bbaa408"
"34585231","Heterogeneous graph attention network based on meta-paths for lncRNA-disease association prediction","Zhao X, Zhao X, Yin M.","Brief Bioinform. 2021 Sep 28:bbab407. doi: 10.1093/bib/bbab407. Online ahead of print.","Zhao X","Brief Bioinform","2021","2021/09/29","","","10.1093/bib/bbab407"
"33594424","m6A regulator-mediated methylation modification patterns and characteristics of immunity and stemness in low-grade glioma","Du J, Ji H, Ma S, Jin J, Mi S, Hou K, Dong J, Wang F, Zhang C, Li Y, Hu S.","Brief Bioinform. 2021 Sep 2;22(5):bbab013. doi: 10.1093/bib/bbab013.","Du J","Brief Bioinform","2021","2021/02/17","","","10.1093/bib/bbab013"
"34379090","Mendelian randomization under the omnigenic architecture","Wang L, Gao B, Fan Y, Xue F, Zhou X.","Brief Bioinform. 2021 Nov 5;22(6):bbab322. doi: 10.1093/bib/bbab322.","Wang L","Brief Bioinform","2021","2021/08/11","","","10.1093/bib/bbab322"
"34368832","Machine learning approaches for drug combination therapies","Güvenç Paltun B, Kaski S, Mamitsuka H.","Brief Bioinform. 2021 Nov 5;22(6):bbab293. doi: 10.1093/bib/bbab293.","Güvenç Paltun B","Brief Bioinform","2021","2021/08/09","PMC8574999","","10.1093/bib/bbab293"
"33585910","Feature extraction approaches for biological sequences: a comparative study of mathematical features","Bonidia RP, Sampaio LDH, Domingues DS, Paschoal AR, Lopes FM, de Carvalho ACPLF, Sanches DS.","Brief Bioinform. 2021 Sep 2;22(5):bbab011. doi: 10.1093/bib/bbab011.","Bonidia RP","Brief Bioinform","2021","2021/02/15","","","10.1093/bib/bbab011"
"34664075","Locus-specific expression analysis of transposable elements","Schwarz R, Koch P, Wilbrandt J, Hoffmann S.","Brief Bioinform. 2021 Oct 19:bbab417. doi: 10.1093/bib/bbab417. Online ahead of print.","Schwarz R","Brief Bioinform","2021","2021/10/19","","","10.1093/bib/bbab417"
"34169968","Exosomal ncRNAs profiling of mycobacterial infection identified miRNA-185-5p as a novel biomarker for tuberculosis","Kaushik AC, Wu Q, Lin L, Li H, Zhao L, Wen Z, Song Y, Wu Q, Wang J, Guo X, Wang H, Yu X, Wei D, Zhang S.","Brief Bioinform. 2021 Nov 5;22(6):bbab210. doi: 10.1093/bib/bbab210.","Kaushik AC","Brief Bioinform","2021","2021/06/25","","","10.1093/bib/bbab210"
"33963829","Multi-view Multichannel Attention Graph Convolutional Network for miRNA-disease association prediction","Tang X, Luo J, Shen C, Lai Z.","Brief Bioinform. 2021 Nov 5;22(6):bbab174. doi: 10.1093/bib/bbab174.","Tang X","Brief Bioinform","2021","2021/05/08","","","10.1093/bib/bbab174"
"34670278","Deep-AFPpred: identifying novel antifungal peptides using pretrained embeddings from seq2vec with 1DCNN-BiLSTM","Sharma R, Shrivastava S, Kumar Singh S, Kumar A, Saxena S, Kumar Singh R.","Brief Bioinform. 2021 Oct 20:bbab422. doi: 10.1093/bib/bbab422. Online ahead of print.","Sharma R","Brief Bioinform","2021","2021/10/20","","","10.1093/bib/bbab422"
"34020540","State-of-the-art web services for de novo protein structure prediction","Abriata LA, Dal Peraro M.","Brief Bioinform. 2021 May 20;22(3):bbaa139. doi: 10.1093/bib/bbaa139.","Abriata LA","Brief Bioinform","2021","2021/05/22","","","10.1093/bib/bbaa139"
"33634309","A model for pH coupling of the SARS-CoV-2 spike protein open/closed equilibrium","Warwicker J.","Brief Bioinform. 2021 Mar 22;22(2):1499-1507. doi: 10.1093/bib/bbab056.","Warwicker J","Brief Bioinform","2021","2021/02/26","PMC8108619","","10.1093/bib/bbab056"
"33480398","DrugRepV: a compendium of repurposed drugs and chemicals targeting epidemic and pandemic viruses","Rajput A, Kumar A, Megha K, Thakur A, Kumar M.","Brief Bioinform. 2021 Mar 22;22(2):1076-1084. doi: 10.1093/bib/bbaa421.","Rajput A","Brief Bioinform","2021","2021/01/22","PMC7929368","","10.1093/bib/bbaa421"
"34058749","SSG-LUGIA: Single Sequence based Genome Level Unsupervised Genomic Island Prediction Algorithm","Ibtehaz N, Ahmed I, Ahmed MS, Rahman MS, Azad RK, Bayzid MS.","Brief Bioinform. 2021 Nov 5;22(6):bbab116. doi: 10.1093/bib/bbab116.","Ibtehaz N","Brief Bioinform","2021","2021/05/31","","","10.1093/bib/bbab116"
"33993223","Bioinformatics and system biology approaches to identify the diseasome and comorbidities complexities of SARS-CoV-2 infection with the digestive tract disorders","Nashiry MA, Sumi SS, Sharif Shohan MU, Alyami SA, Azad AKM, Moni MA.","Brief Bioinform. 2021 Nov 5;22(6):bbab126. doi: 10.1093/bib/bbab126.","Nashiry MA","Brief Bioinform","2021","2021/05/16","PMC8194728","","10.1093/bib/bbab126"
"33778850","NMCMDA: neural multicategory MiRNA-disease association prediction","Wang J, Li J, Yue K, Wang L, Ma Y, Li Q.","Brief Bioinform. 2021 Sep 2;22(5):bbab074. doi: 10.1093/bib/bbab074.","Wang J","Brief Bioinform","2021","2021/03/29","","","10.1093/bib/bbab074"
"33539514","A comprehensive overview and critical evaluation of gene regulatory network inference technologies","Zhao M, He W, Tang J, Zou Q, Guo F.","Brief Bioinform. 2021 Sep 2;22(5):bbab009. doi: 10.1093/bib/bbab009.","Zhao M","Brief Bioinform","2021","2021/02/04","","","10.1093/bib/bbab009"
"33592108","Data science in unveiling COVID-19 pathogenesis and diagnosis: evolutionary origin to drug repurposing","Kumar Das J, Tradigo G, Veltri P, H Guzzi P, Roy S.","Brief Bioinform. 2021 Mar 22;22(2):855-872. doi: 10.1093/bib/bbaa420.","Kumar Das J","Brief Bioinform","2021","2021/02/16","PMC7929414","","10.1093/bib/bbaa420"
"33784381","Deep-ABPpred: identifying antibacterial peptides in protein sequences using bidirectional LSTM with word2vec","Sharma R, Shrivastava S, Kumar Singh S, Kumar A, Saxena S, Kumar Singh R.","Brief Bioinform. 2021 Sep 2;22(5):bbab065. doi: 10.1093/bib/bbab065.","Sharma R","Brief Bioinform","2021","2021/03/30","","","10.1093/bib/bbab065"
"33973996","Polyadenylation-related isoform switching in human evolution revealed by full-length transcript structure","Li Y, Shen QS, Peng Q, Ding W, Zhang J, Zhong X, An NA, Ji M, Zhou WZ, Li CY.","Brief Bioinform. 2021 Nov 5;22(6):bbab157. doi: 10.1093/bib/bbab157.","Li Y","Brief Bioinform","2021","2021/05/11","PMC8574621","","10.1093/bib/bbab157"
"33693454","The stacking strategy-based hybrid framework for identifying non-coding RNAs","Wang X, Yang Y, Liu J, Wang G.","Brief Bioinform. 2021 Sep 2;22(5):bbab023. doi: 10.1093/bib/bbab023.","Wang X","Brief Bioinform","2021","2021/03/11","","","10.1093/bib/bbab023"
"33885726","Comparative phylogenetic analysis of SARS-CoV-2 spike protein-possibility effect on virus spillover","Ghorbani A, Samarfard S, Eskandarzade N, Afsharifar A, Eskandari MH, Niazi A, Izadpanah K, Karbanowicz TP.","Brief Bioinform. 2021 Sep 2;22(5):bbab144. doi: 10.1093/bib/bbab144.","Ghorbani A","Brief Bioinform","2021","2021/04/22","PMC8083239","","10.1093/bib/bbab144"
"34237135","Identification of viral-mediated pathogenic mechanisms in neurodegenerative diseases using network-based approaches","Onisiforou A, Spyrou GM.","Brief Bioinform. 2021 Nov 5;22(6):bbab141. doi: 10.1093/bib/bbab141.","Onisiforou A","Brief Bioinform","2021","2021/07/08","PMC8574625","","10.1093/bib/bbab141"
"34355233","Distance-guided protein folding based on generalized descent direction","Wang L, Liu J, Xia Y, Xu J, Zhou X, Zhang G.","Brief Bioinform. 2021 Nov 5;22(6):bbab296. doi: 10.1093/bib/bbab296.","Wang L","Brief Bioinform","2021","2021/08/06","","","10.1093/bib/bbab296"
"34929741","Artificial intelligence in clinical research of cancers","Shao D, Dai Y, Li N, Cao X, Zhao W, Cheng L, Rong Z, Huang L, Wang Y, Zhao J.","Brief Bioinform. 2021 Dec 21:bbab523. doi: 10.1093/bib/bbab523. Online ahead of print.","Shao D","Brief Bioinform","2021","2021/12/20","","","10.1093/bib/bbab523"
"34850822","Addressing noise in co-expression network construction","Burns JJR, Shealy BT, Greer MS, Hadish JA, McGowan MT, Biggs T, Smith MC, Feltus FA, Ficklin SP.","Brief Bioinform. 2021 Nov 30:bbab495. doi: 10.1093/bib/bbab495. Online ahead of print.","Burns JJR","Brief Bioinform","2021","2021/12/01","","","10.1093/bib/bbab495"
"33971667","Identification of multiple RNAs using feature fusion","Singh D, Madhawan A, Roy J.","Brief Bioinform. 2021 Nov 5;22(6):bbab178. doi: 10.1093/bib/bbab178.","Singh D","Brief Bioinform","2021","2021/05/10","","","10.1093/bib/bbab178"
"33620066","Lysosome activation in peripheral blood mononuclear cells and prognostic significance of circulating LC3B in COVID-19","Fang S, Zhang L, Liu Y, Xu W, Wu W, Huang Z, Wang X, Liu H, Sun Y, Zhang R, Peng B, Liu X, Sun X, Yu J, Chan FKL, Ng SC, Wong SH, Wang MHT, Gin T, Joynt GM, Hui DSC, Feng T, Wu WKK, Chan MTV, Zou X, Xia J.","Brief Bioinform. 2021 Mar 22;22(2):1466-1475. doi: 10.1093/bib/bbab043.","Fang S","Brief Bioinform","2021","2021/02/23","PMC7929326","","10.1093/bib/bbab043"
"34373895","A heterogeneous network embedding framework for predicting similarity-based drug-target interactions","An Q, Yu L.","Brief Bioinform. 2021 Nov 5;22(6):bbab275. doi: 10.1093/bib/bbab275.","An Q","Brief Bioinform","2021","2021/08/10","","","10.1093/bib/bbab275"
"33822879","DeFusion: a denoised network regularization framework for multi-omics integration","Wang W, Zhang X, Dai DQ.","Brief Bioinform. 2021 Sep 2;22(5):bbab057. doi: 10.1093/bib/bbab057.","Wang W","Brief Bioinform","2021","2021/04/06","","","10.1093/bib/bbab057"
"34595489","Comparative analysis of machine learning-based approaches for identifying therapeutic peptides targeting SARS-CoV-2","Manavalan B, Basith S, Lee G.","Brief Bioinform. 2021 Sep 30:bbab412. doi: 10.1093/bib/bbab412. Online ahead of print.","Manavalan B","Brief Bioinform","2021","2021/10/01","PMC8500067","","10.1093/bib/bbab412"
"34037687","A novel antibacterial peptide recognition algorithm based on BERT","Zhang Y, Lin J, Zhao L, Zeng X, Liu X.","Brief Bioinform. 2021 Nov 5;22(6):bbab200. doi: 10.1093/bib/bbab200.","Zhang Y","Brief Bioinform","2021","2021/05/26","","","10.1093/bib/bbab200"
"34010955","Characterization and comparison of gene-centered human interactomes","Mosca E, Bersanelli M, Matteuzzi T, Di Nanni N, Castellani G, Milanesi L, Remondini D.","Brief Bioinform. 2021 Nov 5;22(6):bbab153. doi: 10.1093/bib/bbab153.","Mosca E","Brief Bioinform","2021","2021/05/19","PMC8574298","","10.1093/bib/bbab153"
"33975333","NeuroPred-FRL: an interpretable prediction model for identifying neuropeptide using feature representation learning","Hasan MM, Alam MA, Shoombuatong W, Deng HW, Manavalan B, Kurata H.","Brief Bioinform. 2021 Nov 5;22(6):bbab167. doi: 10.1093/bib/bbab167.","Hasan MM","Brief Bioinform","2021","2021/05/11","","","10.1093/bib/bbab167"
"34905769","OPUS-Rota4: a gradient-based protein side-chain modeling framework assisted by deep learning-based predictors","Xu G, Wang Q, Ma J.","Brief Bioinform. 2021 Dec 15:bbab529. doi: 10.1093/bib/bbab529. Online ahead of print.","Xu G","Brief Bioinform","2021","2021/12/14","","","10.1093/bib/bbab529"
"34347041","Artificial intelligence and machine learning methods in predicting anti-cancer drug combination effects","Fan K, Cheng L, Li L.","Brief Bioinform. 2021 Nov 5;22(6):bbab271. doi: 10.1093/bib/bbab271.","Fan K","Brief Bioinform","2021","2021/08/04","PMC8574962","","10.1093/bib/bbab271"
"34965586","AMDE: a novel attention-mechanism-based multidimensional feature encoder for drug-drug interaction prediction","Pang S, Zhang Y, Song T, Zhang X, Wang X, Rodriguez-Patón A.","Brief Bioinform. 2021 Dec 30:bbab545. doi: 10.1093/bib/bbab545. Online ahead of print.","Pang S","Brief Bioinform","2021","2021/12/29","","","10.1093/bib/bbab545"
"34373890","Elucidation of dynamic microRNA regulations in cancer progression using integrative machine learning","Dogan H, Hakguder Z, Madadjim R, Scott S, Pierobon M, Cui J.","Brief Bioinform. 2021 Nov 5;22(6):bbab270. doi: 10.1093/bib/bbab270.","Dogan H","Brief Bioinform","2021","2021/08/10","PMC8574978","","10.1093/bib/bbab270"
"33855366","Elucidating transcriptomic profiles from single-cell RNA sequencing data using nature-inspired compressed sensing","Yu Z, Bian C, Liu G, Zhang S, Wong KC, Li X.","Brief Bioinform. 2021 Sep 2;22(5):bbab125. doi: 10.1093/bib/bbab125.","Yu Z","Brief Bioinform","2021","2021/04/15","PMC8579163","","10.1093/bib/bbab125"
"34184038","EcTracker: Tracking and elucidating ectopic expression leveraging large-scale scRNA-seq studies","Gautam V, Mittal A, Kalra S, Mohanty SK, Gupta K, Rani K, Naidu S, Mishra T, Sengupta D, Ahuja G.","Brief Bioinform. 2021 Nov 5;22(6):bbab237. doi: 10.1093/bib/bbab237.","Gautam V","Brief Bioinform","2021","2021/06/29","","","10.1093/bib/bbab237"
"34037706","HelPredictor models single-cell transcriptome to predict human embryo lineage allocation","Liang P, Zheng L, Long C, Yang W, Yang L, Zuo Y.","Brief Bioinform. 2021 Nov 5;22(6):bbab196. doi: 10.1093/bib/bbab196.","Liang P","Brief Bioinform","2021","2021/05/26","","","10.1093/bib/bbab196"
"34953464","Heavy chain sequence-based classifier for the specificity of human antibodies","Wang Y, Mai G, Zou M, Long H, Chen YQ, Sun L, Tian D, Zhao Y, Jiang G, Cao Z, Du X.","Brief Bioinform. 2021 Dec 26:bbab516. doi: 10.1093/bib/bbab516. Online ahead of print.","Wang Y","Brief Bioinform","2021","2021/12/25","","","10.1093/bib/bbab516"
"34114005","Shall genomic correlation structure be considered in copy number variants detection?","Qin F, Luo X, Cai G, Xiao F.","Brief Bioinform. 2021 Nov 5;22(6):bbab215. doi: 10.1093/bib/bbab215.","Qin F","Brief Bioinform","2021","2021/06/11","","","10.1093/bib/bbab215"
"34260684","Discovering common pathogenetic processes between COVID-19 and diabetes mellitus by differential gene expression pattern analysis","Rahman MR, Islam T, Shahjaman M, Islam MR, Lombardo SD, Bramanti P, Ciurleo R, Bramanti A, Tchorbanov A, Fisicaro F, Fagone P, Nicoletti F, Pennisi M.","Brief Bioinform. 2021 Nov 5;22(6):bbab262. doi: 10.1093/bib/bbab262.","Rahman MR","Brief Bioinform","2021","2021/07/14","PMC8344483","","10.1093/bib/bbab262"
"33839757","Machine learning revealed stemness features and a novel stemness-based classification with appealing implications in discriminating the prognosis, immunotherapy and temozolomide responses of 906 glioblastoma patients","Wang Z, Wang Y, Yang T, Xing H, Wang Y, Gao L, Guo X, Xing B, Wang Y, Ma W.","Brief Bioinform. 2021 Sep 2;22(5):bbab032. doi: 10.1093/bib/bbab032.","Wang Z","Brief Bioinform","2021","2021/04/11","PMC8425448","","10.1093/bib/bbab032"
"33951729","MG-BERT: leveraging unsupervised atomic representation learning for molecular property prediction","Zhang XC, Wu CK, Yang ZJ, Wu ZX, Yi JC, Hsieh CY, Hou TJ, Cao DS.","Brief Bioinform. 2021 Nov 5;22(6):bbab152. doi: 10.1093/bib/bbab152.","Zhang XC","Brief Bioinform","2021","2021/05/05","","","10.1093/bib/bbab152"
