PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33381835","PathFinder: Bayesian inference of clone migration histories in cancer","Kumar S, Chroni A, Tamura K, Sanderford M, Oladeinde O, Aly V, Vu T, Miura S.","Bioinformatics. 2020 Dec 30;36(Suppl_2):i675-i683. doi: 10.1093/bioinformatics/btaa795.","Kumar S","Bioinformatics","2020","2020/12/31","PMC7773489","","10.1093/bioinformatics/btaa795"
"32365167","SHOGUN: a modular, accurate and scalable framework for microbiome quantification","Hillmann B, Al-Ghalith GA, Shields-Cutler RR, Zhu Q, Knight R, Knights D.","Bioinformatics. 2020 Jul 1;36(13):4088-4090. doi: 10.1093/bioinformatics/btaa277.","Hillmann B","Bioinformatics","2020","2020/05/05","PMC7359755","","10.1093/bioinformatics/btaa277"
"32657394","A Bayesian framework for inter-cellular information sharing improves dscRNA-seq quantification","Srivastava A, Malik L, Sarkar H, Patro R.","Bioinformatics. 2020 Jul 1;36(Suppl_1):i292-i299. doi: 10.1093/bioinformatics/btaa450.","Srivastava A","Bioinformatics","2020","2020/07/14","PMC7355277","","10.1093/bioinformatics/btaa450"
"32277811","Portable nanopore analytics: are we there yet?","Oliva M, Milicchio F, King K, Benson G, Boucher C, Prosperi M.","Bioinformatics. 2020 Aug 15;36(16):4399-4405. doi: 10.1093/bioinformatics/btaa237.","Oliva M","Bioinformatics","2020","2020/04/12","PMC7828464","","10.1093/bioinformatics/btaa237"
"33381838","Supervised learning on phylogenetically distributed data","Layne E, Dort EN, Hamelin R, Li Y, Blanchette M.","Bioinformatics. 2020 Dec 30;36(Suppl_2):i895-i902. doi: 10.1093/bioinformatics/btaa842.","Layne E","Bioinformatics","2020","2020/12/31","","","10.1093/bioinformatics/btaa842"
"32437517","SAINT: self-attention augmented inception-inside-inception network improves protein secondary structure prediction","Uddin MR, Mahbub S, Rahman MS, Bayzid MS.","Bioinformatics. 2020 Nov 1;36(17):4599-4608. doi: 10.1093/bioinformatics/btaa531.","Uddin MR","Bioinformatics","2020","2020/05/22","","","10.1093/bioinformatics/btaa531"
"33367501","VINYL: Variant prIoritizatioN by survivaL analysis","Chiara M, Mandreoli P, Tangaro MA, D'Erchia AM, Sorrentino S, Forleo C, Horner DS, Zambelli F, Pesole G.","Bioinformatics. 2020 Dec 26:btaa1067. doi: 10.1093/bioinformatics/btaa1067. Online ahead of print.","Chiara M","Bioinformatics","2020","2020/12/28","","","10.1093/bioinformatics/btaa1067"
"32470109","ENANO: Encoder for NANOpore FASTQ files","Dufort Y Álvarez G, Seroussi G, Smircich P, Sotelo J, Ochoa I, Martín Á.","Bioinformatics. 2020 Aug 15;36(16):4506-4507. doi: 10.1093/bioinformatics/btaa551.","Dufort Y Álvarez G","Bioinformatics","2020","2020/05/30","","","10.1093/bioinformatics/btaa551"
"33123738","Neoantimon: a multifunctional R package for identification of tumor-specific neoantigens","Hasegawa T, Hayashi S, Shimizu E, Mizuno S, Niida A, Yamaguchi R, Miyano S, Nakagawa H, Imoto S.","Bioinformatics. 2020 Sep 15;36(18):4813-4816. doi: 10.1093/bioinformatics/btaa616.","Hasegawa T","Bioinformatics","2020","2020/10/30","PMC7750962","","10.1093/bioinformatics/btaa616"
"32860050","PUMA: PANDA Using MicroRNA Associations","Kuijjer ML, Fagny M, Marin A, Quackenbush J, Glass K.","Bioinformatics. 2020 Sep 15;36(18):4765-4773. doi: 10.1093/bioinformatics/btaa571.","Kuijjer ML","Bioinformatics","2020","2020/08/30","PMC7750953","","10.1093/bioinformatics/btaa571"
"33085745","Treerecs: an integrated phylogenetic tool, from sequences to reconciliations","Comte N, Morel B, Hasić D, Guéguen L, Boussau B, Daubin V, Penel S, Scornavacca C, Gouy M, Stamatakis A, Tannier E, Parsons DP.","Bioinformatics. 2020 Sep 15;36(18):4822-4824. doi: 10.1093/bioinformatics/btaa615.","Comte N","Bioinformatics","2020","2020/10/21","","","10.1093/bioinformatics/btaa615"
"32657376","Improved design and analysis of practical minimizers","Zheng H, Kingsford C, Marçais G.","Bioinformatics. 2020 Jul 1;36(Suppl_1):i119-i127. doi: 10.1093/bioinformatics/btaa472.","Zheng H","Bioinformatics","2020","2020/07/14","PMC8248892","","10.1093/bioinformatics/btaa472"
"32221613","A phylogenetic C interpreter for TNT","Goloboff PA, Morales ME.","Bioinformatics. 2020 Jul 1;36(13):3988-3995. doi: 10.1093/bioinformatics/btaa214.","Goloboff PA","Bioinformatics","2020","2020/03/30","","","10.1093/bioinformatics/btaa214"
"32657383","Artificial-cell-type aware cell-type classification in CITE-seq","Lian Q, Xin H, Ma J, Konnikova L, Chen W, Gu J, Chen K.","Bioinformatics. 2020 Jul 1;36(Suppl_1):i542-i550. doi: 10.1093/bioinformatics/btaa467.","Lian Q","Bioinformatics","2020","2020/07/14","PMC7355304","","10.1093/bioinformatics/btaa467"
"33367508","DockIT: a tool for interactive molecular docking and molecular complex construction","Iakovou G, Alhazzazi M, Hayward S, Laycock SD.","Bioinformatics. 2020 Dec 26:btaa1059. doi: 10.1093/bioinformatics/btaa1059. Online ahead of print.","Iakovou G","Bioinformatics","2020","2020/12/28","","","10.1093/bioinformatics/btaa1059"
"32096828","A probabilistic graphical model for system-wide analysis of gene regulatory networks","Kotiang S, Eslami A.","Bioinformatics. 2020 May 1;36(10):3192-3199. doi: 10.1093/bioinformatics/btaa122.","Kotiang S","Bioinformatics","2020","2020/02/26","","","10.1093/bioinformatics/btaa122"
"33381811","Enhancing statistical power in temporal biomarker discovery through representative shapelet mining","Gumbsch T, Bock C, Moor M, Rieck B, Borgwardt K.","Bioinformatics. 2020 Dec 30;36(Suppl_2):i840-i848. doi: 10.1093/bioinformatics/btaa815.","Gumbsch T","Bioinformatics","2020","2020/12/31","PMC7773478","","10.1093/bioinformatics/btaa815"
"33326037","LDpred2: better, faster, stronger","Privé F, Arbel J, Vilhjálmsson BJ.","Bioinformatics. 2020 Dec 16;36(22-23):5424-31. doi: 10.1093/bioinformatics/btaa1029. Online ahead of print.","Privé F","Bioinformatics","2020","2020/12/16","PMC8016455","","10.1093/bioinformatics/btaa1029"
"32609328","Network analysis of synonymous codon usage","Newaz K, Wright G, Piland J, Li J, Clark PL, Emrich SJ, Milenković T.","Bioinformatics. 2020 Dec 8;36(19):4876-4884. doi: 10.1093/bioinformatics/btaa603.","Newaz K","Bioinformatics","2020","2020/07/02","PMC7750956","","10.1093/bioinformatics/btaa603"
"33381832","Inferring signaling pathways with probabilistic programming","Merrell D, Gitter A.","Bioinformatics. 2020 Dec 30;36(Suppl_2):i822-i830. doi: 10.1093/bioinformatics/btaa861.","Merrell D","Bioinformatics","2020","2020/12/31","PMC7773483","","10.1093/bioinformatics/btaa861"
"32246826","GenMap: ultra-fast computation of genome mappability","Pockrandt C, Alzamel M, Iliopoulos CS, Reinert K.","Bioinformatics. 2020 Jun 1;36(12):3687-3692. doi: 10.1093/bioinformatics/btaa222.","Pockrandt C","Bioinformatics","2020","2020/04/05","PMC7320602","","10.1093/bioinformatics/btaa222"
"32638008","ProVision: a web-based platform for rapid analysis of proteomics data processed by MaxQuant","Gallant JL, Heunis T, Sampson SL, Bitter W.","Bioinformatics. 2020 Dec 8;36(19):4965-4967. doi: 10.1093/bioinformatics/btaa620.","Gallant JL","Bioinformatics","2020","2020/07/09","PMC7723325","","10.1093/bioinformatics/btaa620"
"32176770","Differentiating isoform functions with collaborative matrix factorization","Wang K, Wang J, Domeniconi C, Zhang X, Yu G.","Bioinformatics. 2020 Mar 1;36(6):1864-1871. doi: 10.1093/bioinformatics/btz847.","Wang K","Bioinformatics","2020","2020/03/17","","","10.1093/bioinformatics/btz847"
"32353146","CiteFuse enables multi-modal analysis of CITE-seq data","Kim HJ, Lin Y, Geddes TA, Yang JYH, Yang P.","Bioinformatics. 2020 Aug 15;36(14):4137-4143. doi: 10.1093/bioinformatics/btaa282.","Kim HJ","Bioinformatics","2020","2020/05/01","","","10.1093/bioinformatics/btaa282"
"32706871","Numt identification and removal with RtN!","Woerner AE, Cihlar JC, Smart U, Budowle B.","Bioinformatics. 2020 Dec 22;36(20):5115-5116. doi: 10.1093/bioinformatics/btaa642.","Woerner AE","Bioinformatics","2020","2020/07/25","","","10.1093/bioinformatics/btaa642"
"32657406","Combining phenome-driven drug-target interaction prediction with patients' electronic health records-based clinical corroboration toward drug discovery","Zhou M, Zheng C, Xu R.","Bioinformatics. 2020 Jul 1;36(Suppl_1):i436-i444. doi: 10.1093/bioinformatics/btaa451.","Zhou M","Bioinformatics","2020","2020/07/14","PMC7355254","","10.1093/bioinformatics/btaa451"
"32176767","Priors for genotyping polyploids","Gerard D, Ferrão LFV.","Bioinformatics. 2020 Mar 1;36(6):1795-1800. doi: 10.1093/bioinformatics/btz852.","Gerard D","Bioinformatics","2020","2020/03/17","","","10.1093/bioinformatics/btz852"
"32573714","Molywood: streamlining the design and rendering of molecular movies","Wieczór M, Hospital A, Bayarri G, Czub J, Orozco M.","Bioinformatics. 2020 Nov 1;36(17):4660-4661. doi: 10.1093/bioinformatics/btaa584.","Wieczór M","Bioinformatics","2020","2020/06/24","PMC8476162","","10.1093/bioinformatics/btaa584"
"33325493","Struct: an R/bioconductor-based framework for standardised metabolomics data analysis and beyond","Lloyd GR, Jankevics A, Weber RJM.","Bioinformatics. 2020 Dec 16;36(22-23):5551-2. doi: 10.1093/bioinformatics/btaa1031. Online ahead of print.","Lloyd GR","Bioinformatics","2020","2020/12/16","PMC8016465","","10.1093/bioinformatics/btaa1031"
"32311009","Advancing PICO element detection in biomedical text via deep neural networks","Jin D, Szolovits P.","Bioinformatics. 2020 Jun 1;36(12):3856-3862. doi: 10.1093/bioinformatics/btaa256.","Jin D","Bioinformatics","2020","2020/04/21","","","10.1093/bioinformatics/btaa256"
"32119071","ProCaff: protein-carbohydrate complex binding affinity database","Siva Shanmugam NR, Jino Blessy J, Veluraja K, Michael Gromiha M.","Bioinformatics. 2020 Jun 1;36(11):3615-3617. doi: 10.1093/bioinformatics/btaa141.","Siva Shanmugam NR","Bioinformatics","2020","2020/03/03","","","10.1093/bioinformatics/btaa141"
"33381848","FBA reveals guanylate kinase as a potential target for antiviral therapies against SARS-CoV-2","Renz A, Widerspick L, Dräger A.","Bioinformatics. 2020 Dec 30;36(Suppl 2):i813-i821. doi: 10.1093/bioinformatics/btaa813.","Renz A","Bioinformatics","2020","2020/12/31","PMC7773487","","10.1093/bioinformatics/btaa813"
"32437523","SVJedi: genotyping structural variations with long reads","Lecompte L, Peterlongo P, Lavenier D, Lemaitre C.","Bioinformatics. 2020 Nov 1;36(17):4568-4575. doi: 10.1093/bioinformatics/btaa527.","Lecompte L","Bioinformatics","2020","2020/05/22","","","10.1093/bioinformatics/btaa527"
"32289146","EpiGEN: an epistasis simulation pipeline","Blumenthal DB, Viola L, List M, Baumbach J, Tieri P, Kacprowski T.","Bioinformatics. 2020 Dec 8;36(19):4957-4959. doi: 10.1093/bioinformatics/btaa245.","Blumenthal DB","Bioinformatics","2020","2020/04/15","","","10.1093/bioinformatics/btaa245"
"33320174","Liftoff: accurate mapping of gene annotations","Shumate A, Salzberg SL.","Bioinformatics. 2020 Dec 15;37(12):1639-43. doi: 10.1093/bioinformatics/btaa1016. Online ahead of print.","Shumate A","Bioinformatics","2020","2020/12/15","PMC8289374","","10.1093/bioinformatics/btaa1016"
"32163115","The Glycine Receptor Allosteric Ligands Library (GRALL)","Cerdan AH, Sisquellas M, Pereira G, Barreto Gomes DE, Changeux JP, Cecchini M.","Bioinformatics. 2020 Jun 1;36(11):3379-3384. doi: 10.1093/bioinformatics/btaa170.","Cerdan AH","Bioinformatics","2020","2020/03/13","PMC7267813","","10.1093/bioinformatics/btaa170"
"32618995","Epiviz File Server: Query, transform and interactively explore data from indexed genomic files","Kancherla J, Yang Y, Chae H, Corrada Bravo H.","Bioinformatics. 2020 Sep 15;36(18):4682-4690. doi: 10.1093/bioinformatics/btaa591.","Kancherla J","Bioinformatics","2020","2020/07/04","PMC7695125","","10.1093/bioinformatics/btaa591"
"32657373","Combinatorial and statistical prediction of gene expression from haplotype sequence","Alpay BA, Demetci P, Istrail S, Aguiar D.","Bioinformatics. 2020 Jul 1;36(Suppl_1):i194-i202. doi: 10.1093/bioinformatics/btaa318.","Alpay BA","Bioinformatics","2020","2020/07/14","PMC7355230","","10.1093/bioinformatics/btaa318"
"32413127","SOMM4mC: a second-order Markov model for DNA N4-methylcytosine site prediction in six species","Yang J, Lang K, Zhang G, Fan X, Chen Y, Pian C.","Bioinformatics. 2020 Aug 15;36(14):4103-4105. doi: 10.1093/bioinformatics/btaa507.","Yang J","Bioinformatics","2020","2020/05/16","","","10.1093/bioinformatics/btaa507"
"32369554","HiC-Hiker: a probabilistic model to determine contig orientation in chromosome-length scaffolds with Hi-C","Nakabayashi R, Morishita S.","Bioinformatics. 2020 Jul 1;36(13):3966-3974. doi: 10.1093/bioinformatics/btaa288.","Nakabayashi R","Bioinformatics","2020","2020/05/06","PMC7672694","","10.1093/bioinformatics/btaa288"
"32353123","Optimization of co-evolution analysis through phylogenetic profiling reveals pathway-specific signals","Bloch I, Sherill-Rofe D, Stupp D, Unterman I, Beer H, Sharon E, Tabach Y.","Bioinformatics. 2020 Aug 15;36(14):4116-4125. doi: 10.1093/bioinformatics/btaa281.","Bloch I","Bioinformatics","2020","2020/05/01","","","10.1093/bioinformatics/btaa281"
"32637989","TreeSAPP: the Tree-based Sensitive and Accurate Phylogenetic Profiler","Morgan-Lang C, McLaughlin R, Armstrong Z, Zhang G, Chan K, Hallam SJ.","Bioinformatics. 2020 Sep 15;36(18):4706-4713. doi: 10.1093/bioinformatics/btaa588.","Morgan-Lang C","Bioinformatics","2020","2020/07/09","PMC7695126","","10.1093/bioinformatics/btaa588"
"32657387","Toward heterogeneous information fusion: bipartite graph convolutional networks for in silico drug repurposing","Wang Z, Zhou M, Arnold C.","Bioinformatics. 2020 Jul 1;36(Suppl_1):i525-i533. doi: 10.1093/bioinformatics/btaa437.","Wang Z","Bioinformatics","2020","2020/07/14","PMC7355266","","10.1093/bioinformatics/btaa437"
"32379866","Deshrinking ridge regression for genome-wide association studies","Wang M, Li R, Xu S.","Bioinformatics. 2020 Aug 15;36(14):4154-4162. doi: 10.1093/bioinformatics/btaa345.","Wang M","Bioinformatics","2020","2020/05/08","","","10.1093/bioinformatics/btaa345"
"32657374","Identification of conserved evolutionary trajectories in tumors","Hodzic E, Shrestha R, Malikic S, Collins CC, Litchfield K, Turajlic S, Sahinalp SC.","Bioinformatics. 2020 Jul 1;36(Suppl_1):i427-i435. doi: 10.1093/bioinformatics/btaa453.","Hodzic E","Bioinformatics","2020","2020/07/14","PMC7355238","","10.1093/bioinformatics/btaa453"
"32657398","The locality dilemma of Sankoff-like RNA alignments","Müller T, Miladi M, Hutter F, Hofacker I, Will S, Backofen R.","Bioinformatics. 2020 Jul 1;36(Suppl_1):i242-i250. doi: 10.1093/bioinformatics/btaa431.","Müller T","Bioinformatics","2020","2020/07/14","PMC7355259","","10.1093/bioinformatics/btaa431"
"32227194","A parallelized strategy for epistasis analysis based on Empirical Bayesian Elastic Net models","Wen J, Ford CT, Janies D, Shi X.","Bioinformatics. 2020 Jun 1;36(12):3803-3810. doi: 10.1093/bioinformatics/btaa216.","Wen J","Bioinformatics","2020","2020/04/01","PMC7320619","","10.1093/bioinformatics/btaa216"
"32221611","PolishEM: image enhancement in FIB-SEM","Fernandez JJ, Torres TE, Martin-Solana E, Goya GF, Fernandez-Fernandez MR.","Bioinformatics. 2020 Jun 1;36(12):3947-3948. doi: 10.1093/bioinformatics/btaa218.","Fernandez JJ","Bioinformatics","2020","2020/03/30","","","10.1093/bioinformatics/btaa218"
"32647895","DNA Chisel, a versatile sequence optimizer","Zulkower V, Rosser S.","Bioinformatics. 2020 Aug 15;36(16):4508-4509. doi: 10.1093/bioinformatics/btaa558.","Zulkower V","Bioinformatics","2020","2020/07/11","","","10.1093/bioinformatics/btaa558"
"32573705","Programmatic access to bacterial regulatory networks with regutools","Chávez J, Barberena-Jonas C, Sotelo-Fonseca JE, Alquicira-Hernández J, Salgado H, Collado-Torres L, Reyes A.","Bioinformatics. 2020 Aug 15;36(16):4532-4534. doi: 10.1093/bioinformatics/btaa575.","Chávez J","Bioinformatics","2020","2020/06/24","PMC7575047","","10.1093/bioinformatics/btaa575"
"32407508","A multimodal deep learning framework for predicting drug-drug interaction events","Deng Y, Xu X, Qiu Y, Xia J, Zhang W, Liu S.","Bioinformatics. 2020 Aug 1;36(15):4316-4322. doi: 10.1093/bioinformatics/btaa501.","Deng Y","Bioinformatics","2020","2020/05/15","","","10.1093/bioinformatics/btaa501"
"32657378","Deep multiple instance learning classifies subtissue locations in mass spectrometry images from tissue-level annotations","Guo D, Föll MC, Volkmann V, Enderle-Ammour K, Bronsert P, Schilling O, Vitek O.","Bioinformatics. 2020 Jul 1;36(Suppl_1):i300-i308. doi: 10.1093/bioinformatics/btaa436.","Guo D","Bioinformatics","2020","2020/07/14","PMC7355295","","10.1093/bioinformatics/btaa436"
"32683439","Protein-sol pKa: prediction of electrostatic frustration, with application to coronaviruses","Hebditch M, Warwicker J.","Bioinformatics. 2020 Dec 22;36(20):5112-5114. doi: 10.1093/bioinformatics/btaa646.","Hebditch M","Bioinformatics","2020","2020/07/20","PMC7454282","","10.1093/bioinformatics/btaa646"
"32246821","Joint learning dimension reduction and clustering of single-cell RNA-sequencing data","Wu W, Ma X.","Bioinformatics. 2020 Jun 1;36(12):3825-3832. doi: 10.1093/bioinformatics/btaa231.","Wu W","Bioinformatics","2020","2020/04/05","","","10.1093/bioinformatics/btaa231"
"32315391","Sequoya: multiobjective multiple sequence alignment in Python","Benítez-Hidalgo A, Nebro AJ, Aldana-Montes JF.","Bioinformatics. 2020 Jun 1;36(12):3892-3893. doi: 10.1093/bioinformatics/btaa257.","Benítez-Hidalgo A","Bioinformatics","2020","2020/04/22","","","10.1093/bioinformatics/btaa257"
"33381819","Padhoc: a computational pipeline for pathway reconstruction on the fly","Casaní-Galdón S, Pereira C, Conesa A.","Bioinformatics. 2020 Dec 30;36(Suppl_2):i795-i803. doi: 10.1093/bioinformatics/btaa811.","Casaní-Galdón S","Bioinformatics","2020","2020/12/31","","","10.1093/bioinformatics/btaa811"
"32492116","Benchmark of software tools for prokaryotic chromosomal interaction domain identification","Magnitov MD, Kuznetsova VS, Ulianov SV, Razin SV, Tyakht AV.","Bioinformatics. 2020 Nov 1;36(17):4560-4567. doi: 10.1093/bioinformatics/btaa555.","Magnitov MD","Bioinformatics","2020","2020/06/04","PMC7653553","","10.1093/bioinformatics/btaa555"
"32159761","Ktrim: an extra-fast and accurate adapter- and quality-trimmer for sequencing data","Sun K.","Bioinformatics. 2020 Jun 1;36(11):3561-3562. doi: 10.1093/bioinformatics/btaa171.","Sun K","Bioinformatics","2020","2020/03/12","","","10.1093/bioinformatics/btaa171"
"32559287","Solubility-Weighted Index: fast and accurate prediction of protein solubility","Bhandari BK, Gardner PP, Lim CS.","Bioinformatics. 2020 Sep 15;36(18):4691-4698. doi: 10.1093/bioinformatics/btaa578.","Bhandari BK","Bioinformatics","2020","2020/06/20","PMC7750957","","10.1093/bioinformatics/btaa578"
