PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Wang, Hongyu; Liu, Chen-Fei; Song, Zhihui; Yuan, Mingbin; Ho, Yee Ann; Gutierrez, Osvaldo; Koh, Ming Joo				Koh, Ming Joo/O-8549-2019	Koh, Ming Joo/0000-0002-2534-4921; gutierrez, osvaldo/0000-0001-8151-7519; Ho, Yee Ann/0000-0002-9886-8021			Engaging alpha-Fluorocarboxylic Acids Directly in Decarboxylative C-C Bond Formation								ACS CATALYSIS				10	7			4451	4459		10.1021/acscatal.0c00789				APR 3 2020	2020	Fluorine-containing organic molecules, particularly those that bear (sp(3))C-F bonds, are rapidly gaining prominence in modern chemical synthesis. Although extensive studies have been devoted to the preparation of secondary and tertiary fluorides, crucial shortcomings remain: for example, lengthy substrate synthesis, contrived installation of difficult-to-remove directing/activating units, excessive waste generation and/or limited functional group compatibility. Here, we show that readily accessible alpha-onofluoro carboxylic acids, which are conventionally difficult substrates for cross-coupling, undergo direct decarboxylative crosscoupling with sp(2-) and sp(3-)hybridized organohalides to afford a wide assortment of fluorinated products. Reactions are typically promoted by a combination of 1 mol % of an Ir-based photocatalyst and 2-15 mol % of a bipyridine-Ni complex, delivering products in up to 86% yield under blue LED light irradiation. Concise synthesis of key therapeutic candidates underscores utility, complementarity, and distinct advantages compared with existing methods. DFT calculations are used to rationalize the distinct reactivity of alpha-fluoro carboxylic acid substrates (vs nonfluorinated parent acids) under decarboxylation conditions.									9	0	0	0	2	0	9			2155-5435			WOS:000526395000048		
J	Sinha, Woormileela; Mahammed, Atif; Fridman, Natalia; Gross, Zeev					Mahammed, Atif/0000-0001-9042-9764; Gross, Zeev/0000-0003-1170-2115			Water Oxidation Catalysis by Mono- and Binuclear Iron Corroles								ACS CATALYSIS				10	6			3764	3772		10.1021/acscatal.9b05382				MAR 20 2020	2020	Considering the overwhelming importance and involvement of iron in numerous biocatalytic processes, the scarceness of synthetic iron complexes as water oxidation catalysts (WOCs) is highly surprising. Given the increasing interest in metallocorroles as electrocatalysts, the current study addressed the water-oxidizing ability of mononuclear and two types of binuclear iron corroles: mu-oxo bridged and linked through beta-pyrrole C atoms. This disclosed the modulation of electronic factors for lowering the electrochemical onset potential for water oxidation by the monomeric iron corroles and the fact that the C-C-linked dimer outperforms both the monomer and the mu-oxo dimer as a WOC. Parallel investigations on the corresponding bis-cobalt dimer uncovered it to be the best catalyst not only in terms of efficacy but also with regard to the stability of the catalytically active species. The electrode-adsorbed iron corrole is shown to be a good WOC, at a relatively low voltage with a very high Faradaic efficacy.									10	0	0	0	1	0	10			2155-5435			WOS:000526394500027		
J	Takahashi, Toshifumi; Kurahashi, Takuya; Matsubara, Seijiro					Kurahashi, Takuya/0000-0001-8417-7660; Matsubara, Seijiro/0000-0001-8484-4574			Nickel-Catalyzed Intermolecular Carbobromination of Alkynes								ACS CATALYSIS				10	6			3773	3777		10.1021/acscatal.0c00980				MAR 20 2020	2020	Organohalogen compounds such as alkenyl bromides are versatile and essential building blocks in organic synthesis. Herein, we describe the nickel-catalyzed intermolecular carbobrominations of alkynes with aryl bromides to form highly substituted and functionalized alkenyl bromides. The reductive elimination of the carbon-bromine bond from a Ni(II) species, which is usually a disfavored process, is achieved from a high-valent Ni(III) species in this reaction. This transformation not only expands the scope of transition-metal-complex-promoted bond-forming reactions but also, more particularly, accomplishes the formation of labile bonds, which is as challenging to achieve as the cleavage of inert bonds, such as C-O or C-H bonds.									7	1	0	0	0	0	7			2155-5435			WOS:000526394500028		
J	Chen, Jia-Feng; Li, Changkun					Li, Changkun/0000-0002-4277-830X			Cobalt-Catalyzed gem-Cross-Dimerization of Terminal Alkynes								ACS CATALYSIS				10	6			3881	3889		10.1021/acscatal.9b05078				MAR 20 2020	2020	Transition-metal-catalyzed dimerization of two different terminal alkynes provides an atom-economic synthesis of valuable conjugated 1,3-enynes. Despite many catalyst systems developed, the state-of-the-art solutions are still limited to special alkynes. A practical catalyst, which could be used to cross-dimerize general aryl alkynes and aliphatic alkynes, is still highly desired. Herein we present the earth-abundant Co(II)-catalyzed highly gem-selective cross-dimerization of aryl alkynes and aliphatic alkynes or gas acetylene under mild reaction conditions. Conjugated 1,3-enynes with various useful functional groups can be prepared in high yields. The application of Co(OAc)(2) and t-butyl group substituted triphos ligand is essential to distinguish the alkynes at different steps and realize the gem-selectivity.									11	0	0	0	0	0	11			2155-5435			WOS:000526394500042		
J	Zhuo, Junming; Zhang, Yong; Li, Zijian; Li, Chao								Nickel-Catalyzed Direct Acylation of Aryl and Alkyl Bromides with Acylimidazoles								ACS CATALYSIS				10	6			3895	3903		10.1021/acscatal.0c00246				MAR 20 2020	2020	A modular method for the acylation of aryl and alkyl halides is reported herein. The transformation relies on acylimidazoles, easy-to-prepare and flexible species derived from abundant carboxylic acids, as viable cross-coupling partners for the Ni-catalyzed acylation. Careful examination revealed a remarkable mechanism: the amide C-N bond of primary and secondary imidazolides can be activated by single-electron reduction, representing a major departure from other reported amide C-N bond activation reactions. Extensive mechanistic studies also revealed an intriguing CO-extrusion-recombination phenomenon. This cross-coupling reaction between two electrophiles features a broad substrate scope bearing a wide gamut of functionalities. The practicality of this atypical transformation was demonstrated in the syntheses of 3-furyl natural products, which are difficult to access using traditional organometallic chemistry.									6	0	0	0	0	0	6			2155-5435			WOS:000526394500044		
J	Tan, Jin-Fay; Bormann, Carl Thomas; Severin, Kay; Cramer, Nicolai					Bormann, Carl Thomas/0000-0003-2361-1034; Cramer, Nicolai/0000-0001-5740-8494; Tan, Jin-Fay/0000-0002-1121-7630			Alkynyl Triazenes as Fluoroalkyne Surrogates: Regioselective Access to 4-Fluoro-2-pyridones by a Rh(III)-Catalyzed C-H Activation-Lossen Rearrangement-Wallach Reaction								ACS CATALYSIS				10	6			3790	3796		10.1021/acscatal.0c00499				MAR 20 2020	2020	Fluorinated pyridones are an important scaffold displaying relevant biological activities. Efficient assembly strategies of pyridones are transition metal-catalyzed C-H annulations with alkynes. The inaccessibility and extreme lability of fluoro alkynes render any direct utilization in catalysis futile. We report a highly regioselective synthesis of 4-fluoro-2-pyridones using 1-alkynyl triazenes as a convenient fluoroalkyne surrogates. The protocol comprises an alkenyl C-H annulation with 1-alkynyl triazenes followed by a treatment with HF center dot pyridine smoothly delivering a broad range of 4-fluoro-2-pyridones in a one-pot fashion in 90 min at 23-60 degrees C. Notably, a rare Lossen rearrangement occurs during the C-H functionalization part of the transformation, allowing selective access to the less-available 4-fluoro-2-pyridone framework. Furthermore, the triazenyl intermediate was elaborated into additional fluorine-containing substituents like fluorinated alkoxy and trifluoromethyl groups.									17	0	0	0	2	0	17			2155-5435			WOS:000526394500030		
J	Mato, Mauro; Garcia-Morales, Cristina; Echavarren, Antonio M.				Garcia-Morales, Cristina/X-4029-2019; Mato, Mauro/O-2223-2019	Garcia-Morales, Cristina/0000-0002-3566-2608; Mato, Mauro/0000-0002-2931-5060			Synthesis of Trienes by Rhodium-Catalyzed Assembly and Disassembly of Non-Acceptor Cyclopropanes								ACS CATALYSIS				10	6			3564	3570		10.1021/acscatal.0c00006				MAR 20 2020	2020	The rhodium(II)-catalyzed assembly of densely substituted cis-configured cyclopropyl ethers by decarbenation of cycloheptatrienes is reported. At higher temperature, these nonacceptor cyclopropanes open to give all-E trienes under the same catalytic system, in a one-pot procedure. Experimental and computational studies show that, for the formation of all-E trienes, the cyclopropanes undergo first a Rh(II)-catalyzed cis- to trans-isomerization, followed by C-C bond cleavage.									8	0	0	0	3	0	8			2155-5435			WOS:000526394500007		
J	Luo, Kaixiu; Mao, Shuai; He, Kun; Yu, Xianglin; Pan, Junhong; Lin, Jun; Shao, Zhihui; Jin, Yi				Mao, Shuai/ABD-7518-2020	Mao, Shuai/0000-0003-0856-8007; Lin, Jun/0000-0002-2087-6013			Highly Regioselective Synthesis of Multisubstituted Pyrroles via Ag-Catalyzed [4+1C](insert) Cascade								ACS CATALYSIS				10	6			3733	3740		10.1021/acscatal.9b05360				MAR 20 2020	2020	An efficient [4+1C](insert) approach to the coupling of enaminones with donor/acceptor or donor/donor carbenes by the AgOTf-catalyzed C-C bond carbenoid formal insertion/cyclization/[1,5]-shift cascade reaction was successfully developed, providing distinct chemo- and regioselective multisubstituted pyrroles. The plausible reaction mechanism involves two catalytic cycles: in the first one, silver ions regioselectively catalyze the C-C bond formal insertion reaction; in the second one, silver ions chemo- and regioselectively control the cyclization and [1,5]-shift reactions. This method not only provides convenience and applies atom economy in the synthesis of multisubstituted pyrroles but also presents an entry point for further pyrrole diversification via facile modification of resulting 4H-pyrrole products, as displayed by a short formal synthesis of the natural product lamellarin L.									19	1	0	0	5	0	19			2155-5435			WOS:000526394500024		
J	Chen, Jun-Bo; Xu, Man; Zhang, Jun-Qi; Sun, Bing-Bing; Hu, Jia-Ming; Yu, Jie-Qiang; Wang, Xing-Wang; Xia, Yuanzhi; Wang, Zheng								Modular Chiral Bisoxalamide-Copper-Catalyzed Asymmetric Oxo-Diels-Alder Reaction: Carbonyl Coordination for High Enantio- and Diastereocontrols								ACS CATALYSIS				10	6			3556	3563		10.1021/acscatal.9b05606				MAR 20 2020	2020	The chiral bis-oxalamides (CBOA), readily derived from optically pure 1,2-diphenylethylenediamine (DPEN), were proven to be a class of efficient C-2-symmetric chiral ligands for copper(II)-catalyzed asymmetric inverse-electron demand oxo-Diels-Alder reactions between beta,gamma-unsaturated alpha-ketoesters and 2,3-dihydrofuran or 3,4-dihydro-2H-pyran. The reactions proceeded smoothly under mild conditions to afford the corresponding [4 + 2] cycloadducts in high yields with good enantioselectivities (up to 94% ee) and diastereoselectivities (up to 99:1 dr). DFT calculations demonstrated that carbonyl coordination of the chiral ligand to Cu(II) was crucial for the high stereoinduction. These CBOA ligands exhibited high catalytic efficiency in this reaction, which combined with some other salient features of structural fine tunability, chemical stability, and ready accessibility might endow more practical applications in asymmetric catalytic reactions.									5	0	0	0	0	0	5			2155-5435			WOS:000526394500006		
J	Jones, Christopher W.					Jones, Christopher/0000-0003-3255-5791			ACS Catalysis Highlights Its Most Cited Papers From Around the Globe: Canada								ACS CATALYSIS				10	6			3807	3808		10.1021/acscatal.0c01052				MAR 20 2020	2020										4	0	0	0	0	0	4			2155-5435			WOS:000526394500032		
J	Feng, Jiaxu; Huang, You								Phosphine-Catalyzed Remote 1,7-Addition for Synthesis of Diene Carboxylates								ACS CATALYSIS				10	6			3541	3547		10.1021/acscatal.0c00588				MAR 20 2020	2020	A phosphine-catalyzed remote 1,7-addition of vinyl allenoates has been developed, providing a series of 1,3-dienes derivatives in high yields (up to 99%) and with good chemo-, regio-, and stereoselectivity. This reaction demonstrated that the introduction of vinyl in allenoates effectively extended reaction types of phosphine-catalyzed nucleophilic addition of allenoates, leading to concise synthesis of diene carboxylates. Notably, the enantioselective variant of this 1,7-addition can also be performed by chiral phosphine catalyst.									11	0	0	0	4	0	11			2155-5435			WOS:000526394500004		
J	Selvaraj, Brinda; Kocaman, Seda; Trifas, Maria; Serpersu, Engin H.; Cuneo, Matthew J.					Cuneo, Matthew/0000-0002-1475-6656; Kocaman, Seda/0000-0002-3674-4816			"Catch and Release": a Variation of the Archetypal Nucleotidyl Transfer Reaction								ACS CATALYSIS				10	6			3548	3555		10.1021/acscatal.9b05201				MAR 20 2020	2020	Nucleotidyl transfer is an archetypal enzyme reaction central to DNA replication and repair. Here, we describe a variation of the nucleotidylation reaction termed "catch and release" that is used by an antibiotic-modifying enzyme. Aminoglycoside nucleotidyl transferase 4' (ANT4') inactivates antibiotics such as kanamycin and neomycin through nucleotidylation within an active site that shares significant structural and inferred underlying catalytic similarity with human DNA polymerase beta. Here, we follow the entire nucleotidyl transfer reaction coordinate of ANT4' covalently inactivating neomycin using X-ray crystallography. These studies show that although the underlying reaction mechanism is conserved with polymerases, a short 2.35 angstrom hydrogen bond is initially formed to facilitate tight binding of the aminoglycoside substrate and is subsequently disrupted by the assembly of the catalytically active ternary complex. This enables the release of products post catalysis because of a lower free energy of the product state compared to the starting substrate complex. We propose that this "catch and release" mechanism of antibiotic turnover observed in ANT4' is a variation of nucleotidyl transfer that has been adapted for the inactivation of antibiotics.									2	0	0	0	2	0	2			2155-5435			WOS:000526394500005		
J	Li, Jiao; Yang, Jiangang; Mu, Shicheng; Shang, Na; Liu, Cui; Zhu, Yueming; Cai, Yi; Liu, Pi; Lin, Jianping; Liu, Weidong; Sun, Yuanxia; Ma, Yanhe					?, ??/0000-0001-9463-8862			Efficient O-Glycosylation of Triterpenes Enabled by Protein Engineering of Plant Glycosyltransferase UGT74AC1								ACS CATALYSIS				10	6			3629	3639		10.1021/acscatal.9b05232				MAR 20 2020	2020	Triterpene O-glycosylation has attracted significant interest from the pharmaceutical industry as a valuable means for drug design and development. Plant glycosyltransferases, which catalyze this glycosylation reaction, play a key step in preparing structure diverse and valuable triterpene glycosides. However, this class of enzymes usually suffers from low catalytic efficiency. To address this problem, triterpene glycosyltransferase UGT74AC1 from Siraitia grosvenorii was chosen and its crystal structure was solved and employed as the molecular basis to implement directed evolution and sequence/structure-based engineering. Several resultant uridine diphosphate (UDP) glycosyltransferases (UGTs) variants exhibit a 10(2)- to 10(4)-fold improvement in catalytic efficiency for triterpene glycosylation. Especially, one variant exhibited up to 4.17 x 10(4)-fold increase in catalytic efficiency toward mogrol and 1.53 x 10(4)-fold increase to UDP-glucose, respectively. Moreover, the mutants also displayed extended substrate promiscuity compared with wildtype enzyme and conserved regioselectivity. Based on the results of molecular docking and molecular dynamics simulations, it was proposed that the improved enzymatic activity and substrate promiscuity were likely owing to the stable hydrophobic interactions and favorite conformations between the enzyme and substrates. This work has also laid a foundation for the engineering of other plant UGTs for their practical application to the synthesis of valuable triterpene saponins.									12	2	0	0	6	0	13			2155-5435			WOS:000526394500013		
J	Li, Jiaquan; Li, Mengting; Sun, Hongqi; Ao, Zhimin; Wang, Shaobin; Liu, Shaomin				Wang, Shaobin/C-5507-2008; Ao, Zhimin/AAO-9932-2020; Sun, Hongqi/B-3128-2014; Liu, shaomin/E-3669-2010	Wang, Shaobin/0000-0002-1751-9162; Ao, Zhimin/0000-0003-0333-3727; Sun, Hongqi/0000-0003-0907-5626; Liu, shaomin/0000-0001-5019-5182			Understanding of the Oxidation Behavior of Benzyl Alcohol by Peroxymonosulfate via Carbon Nanotubes Activation								ACS CATALYSIS				10	6			3516	3525		10.1021/acscatal.9b05273				MAR 20 2020	2020	Selective oxidation of benzyl alcohol (BzOH) into benzaldehyde (BzH) is very important in synthetic chemistry. Peroxymonosulfate (PMS) is a cheap, stable, and soluble solid oxidant, holding promise for organic oxidation reactions. Herein, we report the catalytic PMS activation via carbon nanotubes (CNTs) for the selective oxidation of BzOH under mild conditions without other additives. A remarkable promotion of BzH yield with a selectivity over 80% was achieved on modified CNTs, i.e., O-CNTs via the radical oxidation process, and the oxygen functionalities for catalysis were comprehensively investigated by experimental study and theoretical exploration. To understand the different surface oxygen species on CNTs for the activation of PMS, density functional theory (DFT) calculations were performed to investigate the adsorption behavior of PMS on various CNTs. The electrophilic oxygen was identified as the electron captor to activate PMS by O-O bond cleavage to form SO5 center dot- and SO4 center dot- radicals. The nucleophilic carbonyl groups can also induce a redox cycle to generate (OH)-O-center dot and SO4 center dot- radicals, but phenolic hydroxyl groups impede the radical process with antioxidative functionality. The carbocatalysis-assisted PMS activation may provide a cheap process for the selective oxidation of alcohols into aldehydes or ketones. The insight achieved from this fundamental study may be further applied to other organic syntheses via selective oxidation.									31	1	0	0	6	0	31			2155-5435			WOS:000526394500001		
J	Khamrai, Jagadish; Ghosh, Indrajit; Savateev, Aleksandr; Antonietti, Markus; Koenig, Burkhard				Koenig, Burkhard/O-8172-2019; Khamrai, Jagadish/AAV-9524-2020; Ghosh, Indrajit/D-2302-2010	Koenig, Burkhard/0000-0002-6131-4850; Khamrai, Jagadish/0000-0002-2883-0087; Antonietti, Markus/0000-0002-8395-7558; Ghosh, Indrajit/0000-0002-5127-2271			Photo-Ni-Dual-Catalytic C(sp(2))-C(sp(3)) Cross-Coupling Reactions with Mesoporous Graphitic Carbon Nitride as a Heterogeneous Organic Semiconductor Photocatalyst								ACS CATALYSIS				10	6			3526	3532		10.1021/acscatal.9b05598				MAR 20 2020	2020	The synergistic combination of a heterogeneous organic semiconductor mesoporous graphitic carbon nitride (mpg-CN) and a homogeneous nickel catalyst with visible-light irradiation at room temperature affords the C(sp(2))-C(sp(3)) cross-coupling of aryl halides and potassium alkyl trifluoroborates by single electron transmetallation. Like the homogeneously catalyzed protocol, the reaction is compatible with a variety of functional groups including electron-donating and electron-withdrawing aryl and heteroaryl moieties. Moreover, this protocol allows the installation of allyl groups onto (hetero)arenes, enlarging the scope of the method. The heterogeneous mpg-CN photocatalyst is easily recovered from the reaction mixture and reused several times, paving the way for larger-scale industrial applications of this type of photocatalytic bond-forming reactions.									23	0	0	0	0	0	23			2155-5435			WOS:000526394500002		
J	Jia, Ranran; Wang, Yuting; Wang, Changhong; Ling, Yangfang; Yu, Yifu; Zhang, Bin				; Zhang, Bin/F-3870-2011	Yu, Yifu/0000-0002-7927-1350; Zhang, Bin/0000-0003-0542-1819			Boosting Selective Nitrate Electroreduction to Ammonium by Constructing Oxygen Vacancies in TiO2								ACS CATALYSIS				10	6			3533	3540		10.1021/acscatal.9b05260				MAR 20 2020	2020	Electrocatalytic nitrate reduction into recyclable ammonium under benign conditions is significant. However, the development of such a process has been retarded by the lack of efficient electrocatalysts for highly selective synthesis of ammonia from nitrate electroreduction. In this work, TiO2 nanotubes with rich oxygen vacancies (TiO2-x) are reported to exhibit high Faradaic efficiency (85.0%) and selectivity (87.1%) toward the ammonium synthesis from nitrate electroreduction. N-15 isotope labeling experiments prove that ammonium originates from nitrate reduction. Both the H-1 nuclear magnetic resonance (NMR) spectra and colorimetric methods are performed to quantify ammonia. Online differential electrochemical mass spectrometry (DEMS) and density functional theory calculations reveal the function of oxygen vacancy in nitrate electroreduction, that is, the oxygen atom in nitrate fills in oxygen vacancies of TiO2-x to weaken the N-O bonding and restrain the formation of byproducts, resulting in high Faradaic efficiency and ammonium selectivity. This strategy may open a paradigm for the development of rationally designed nanostructures as the electrocatalysts for selective nitrate electroreduction to ammonium.									75	5	0	0	12	0	78			2155-5435			WOS:000526394500003		
J	Xu, Junyuan; Lian, Zan; Wei, Bin; Li, Yue; Bondarchuk, Oleksandr; Zhang, Nan; Yu, Zhipeng; Araujo, Ana; Amorim, Isilda; Wang, Zhongchang; Li, Bo; Liu, Lifeng				Wei, Bin/AAE-9235-2021; Bondarchuk, Oleksandr/ABE-5434-2020; Liu, Lifeng/A-2522-2012; Li, Bo/B-8847-2012; Wang, Zhongchang/M-7124-2019; Xu, Junyuan/AAO-9266-2021; Lian, Zan/AAV-7105-2021; Wei, Bin/T-7872-2019	Bondarchuk, Oleksandr/0000-0001-7380-8930; Liu, Lifeng/0000-0003-2732-7399; Li, Bo/0000-0001-8895-2054; Wang, Zhongchang/0000-0003-2141-4803; Wei, Bin/0000-0001-5076-4082; Yu, Zhipeng/0000-0002-3208-649X; Amorim, Isilda/0000-0003-2044-0727; Lian, Zan/0000-0001-6922-406X; Xu, Junyuan/0000-0002-0781-0888			Strong Electronic Coupling between Ultrafine Iridium-Ruthenium Nanoclusters and Conductive, Acid-Stable Tellurium Nanoparticle Support for Efficient and Durable Oxygen Evolution in Acidic and Neutral Media								ACS CATALYSIS				10	6			3571	3579		10.1021/acscatal.9b05611				MAR 20 2020	2020	Proton exchange membrane water electrolysis (PEM-WE) has emerged as a promising technology for hydrogen production and shows substantial advantages over conventional alkaline water electrolysis. To enable efficient PEM-WE in acidic media, iridium (Ir)- or ruthenium (Ru)-based catalysts are indispensable to drive the thermodynamically and kinetically demanding oxygen evolution reaction (OER). However, developing Ir/Ru catalysts with high efficiency and long-term durability still remains a formidable challenge. Herein, we report one-pot hydrothermal synthesis of ultrafine IrRu intermetallic nanoclusters loaded on conductive, acid-stable, amorphous tellurium nanoparticle support (IrRu@Te). Benefiting from the large exposed electrocatalytically active surface of ultrafine IrRu clusters and the strong electronic coupling between IrRu and Te support, the as-obtained IrRu@Te catalysts show good catalytic performance for the OER in strong acidic electrolyte (i.e., 0.5 M H2SO4), requiring overpotentials of only 220 and 303 mV to deliver 10 and 100 mA cm(-2) and able to sustain continuous OER electrolysis up to 20 h at 10 mA cm(-2) with minimal degradation. Moreover, IrRu@Te exhibits high specific activity, illustrating intrinsically better performance compared with that of unsupported IrRu and other commercial Ir- and Ru-based catalysts. It also demonstrates unprecedentedly high mass activity of 590 A g(IrRu)(-1) at an overpotential of 270 mV, outperforming most Ir- and Ru-based OER catalysts reported in the literature. Furthermore, IrRu@Te catalysts reveal good OER performance in neutral electrolyte as well, holding great potential to be used for PEM-WE in environmentally friendly conditions. Density functional theory (DFT) calculations based on oxidized IrRu confirm that the catalyst/support coupling results in a lower energy barrier for the oxygen-oxygen bonding formation, offering a rational explanation to the experimentally observed OER performance.									27	0	0	0	2	0	27			2155-5435			WOS:000526394500008		
J	Rezvani, Azita; Abdel-Mageed, Ali M.; Ishida, Tamao; Murayama, Toru; Parlinska-Wojtan, Magdalena; Behm, R. Juergen				Abdel-Mageed, Ali/ABE-6910-2020; Murayama, Toru/F-4924-2012; Murayama, Toru/AAU-3514-2021; Behm, R. Juergen/D-9276-2019	Abdel-Mageed, Ali/0000-0003-4160-0611; Murayama, Toru/0000-0001-5105-3290; Behm, R. Juergen/0000-0002-7565-0628; Parlinska-Wojtan, Magdalena/0000-0001-5901-400X; M. Abdel-Mageed, Ali/0000-0002-6348-9718; Ishida, Tamao/0000-0003-3288-1298			CO2 Reduction to Methanol on Au/CeO2 Catalysts: Mechanistic Insights from Activation/Deactivation and SSITKA Measurements								ACS CATALYSIS				10	6			3580	3594		10.1021/acscatal.9b04655				MAR 20 2020	2020	Aiming at a mechanistic understanding of the methanol (MeOH) synthesis from CO2/H-2 over Au/CeO2 catalysts and the activation/deactivation of these catalysts, we have investigated these processes by a combination of kinetic measurements, time-resolved in situ diffuse reflectance Fourier transform infrared (FTIR) spectroscopy (DRIFTS) measurements, and structural characterization by X-ray diffraction (XRD) and scanning transmission electron microscopy (STEM). Kinetic measurements indicated a rapid activation phase, followed by a continuous slow deactivation. A faster deactivation of CO formation (reverse water-gas shift reaction) compared to that of methanol formation results in an increasing selectivity toward MeOH formation with time on stream. The activation of the catalyst is attributed to a rapid initial reduction of the support (formation of O vacancies). Since based on STEM imaging and XRD measurements sintering of Au nanoparticles is negligible, the subsequent deactivation is attributed to the slow buildup of site-blocking adsorbates, specifically surface carbonates, and/or over-reduction of the catalyst. This is supported also by the reversible nature of the deactivation upon recalcination in O-2/N-2. Steady-state isotopic transient kinetic analysis (SSITKA) measurements, following the buildup/decay of adsorbed formate and methoxy species by DRIFTS upon changing from a CO2/H-2 to a CO2/D-2 mixture and back under steady-state conditions, indicate that surface formate species are reaction intermediates in the dominant reaction pathway for CO2 hydrogenation to methanol, with the calculated rates of formation/decay comparable to the rate of methanol formation. The consequences of these results for the mechanistic understanding of this reaction are discussed.									9	0	0	0	0	0	9			2155-5435			WOS:000526394500009		
J	Steimecke, Matthias; Seiffarth, Gerda; Schneemann, Christian; Oehler, Florian; Foerster, Stefan; Bron, Michael				Bron, Michael/C-8320-2009	Bron, Michael/0000-0002-3965-5691; Steimecke, Matthias/0000-0002-9726-4074			Higher-Valent Nickel Oxides with Improved Oxygen Evolution Activity and Stability in Alkaline Media Prepared by High-Temperature Treatment of Ni(OH)(2)								ACS CATALYSIS				10	6			3595	3603		10.1021/acscatal.9b04788				MAR 20 2020	2020	Nickel(II) hydroxide is a well-known material for the oxygen evolution reaction (OER) in alkaline media, particularly when iron is incorporated into its lattice. Moderate heat treatment of nickel(II) hydroxide (<= 700 degrees C) leads to the formation of nickel(II) oxide (nano)particles, which exhibit reduced OER activity the higher the heat treatment temperature was. In this work, we report that heat treatment of nickel(II) hydroxide in air at even higher temperatures (60 min at 900 degrees C) results in an oxide material with high OER activity superior to that of the nickel(II) hydroxide. Similarly, the stability of the nickel(II) oxide under electrochemical conditions is increased compared to nickel(II) hydroxide. Electrochemical in situ Raman measurements show the formation of surface nickel oxy-hydroxides (NiOOH) at positive potentials and are significantly affected by the initial heat treatment. From XPS, Raman, and XRD results, it is concluded that a Ni3+-enriched phase, possibly a higher-valent mixed nickel oxide, is present at the surface of the nickel(II) oxide sample treated at 900 degrees C resulting in an increased OER activity compared to NiOOH. This basic understanding of high-temperature-treated nickel oxide may contribute to resolving the present stability issues of OER electrocatalysts and may help to leverage alkaline electrolysis as important key technology for a renewable energy supply.									5	0	0	0	2	0	5			2155-5435			WOS:000526394500010		
J	Ghosh, Rajat Subhra; Le, Thuy T.; Terlier, Tanguy; Rimer, Jeffrey D.; Harold, Michael P.; Wang, Di				Terlier, Tanguy G. D./E-6098-2016; Le, Thuy Thanh/AAJ-8224-2021	Terlier, Tanguy G. D./0000-0002-4092-0771; Le, Thuy Thanh/0000-0003-1689-1824; Harold, Michael/0000-0002-8759-0722; Ghosh, Rajat Subhra/0000-0003-4999-2752			Enhanced Selective Oxidation of Ammonia in a Pt/Al2O3@Cu/ZSM-5 Core-Shell Catalyst								ACS CATALYSIS				10	6			3604	3617		10.1021/acscatal.9b04288				MAR 20 2020	2020	The ammonia slip catalyst (ASC) is an essential final step in the emission control system and involves the selective oxidation of NH3 to N-2. The state-of-the-art ASC has a dual-layer architecture composed of a Pt/Al2O3 (PGM) bottom layer and a metal (Fe, Cu)-exchanged zeolite (M-Z) top layer. The PGM layer provides high NH3 oxidation activity; however, the desired N-2 product is achieved over a narrow temperature range just above light-off, whereas the reaction byproducts N2O and NOx (i.e., NO and NO2) appear at intermediate and high temperatures, respectively. An advantage of the M-Z catalyst is the selective lean reduction of NO via conversion of NH3 to N-2 over a broad temperature range. Although recent studies demonstrate the effectiveness of the dual-layer design, further advances are needed to reduce the PGM loading and ASC volume while enhancing low-temperature activity. In this study, the dual-layer concept is scaled down to the level of a single core-shell (CS) catalyst particle, Pt/Al2O3@Cu/ZSM-5, composed of a PGM core and a M-Z shell, with the intent to meet the aforementioned challenges. The CS catalyst was realized by rational design of key synthesis steps, the most critical being the initial growth of an intermediate silicalite-1 layer to prevent Al leaching during the secondary growth of the ZSM-5 shell. Characterization of the CS spherical catalyst reveals a mesoporous PGM core (ca. 40 mu m diameter) that is active and a nearly dense zeolitic shell (ca. 1 mu m thick). Evaluation of the CS catalyst in a fixed-bed reactor shows excellent NH3 oxidation activity and N-2 selectivity. In addition, we obtained an unanticipated enhancement of the Pt/Al2O3 performance within the CS configuration that gives an exceptional light-off of the NH3 oxidation. Our findings reveal that the CS catalyst has an equivalent activity to that of a conventional Pt/Al2O3 catalyst containing 3 times higher Pt loading. Further, a dual-layer ASC composed of a bottom layer containing the seeded core Pt/Al2O3 and a Cu-SSZ-13 top layer achieves the same performance as a dual-layer ASC having 3 times higher Pt loading but with unmodified Pt/Al2O3. The enhanced activity of the Pt/Al2O3 catalyst is attributed to a modification of the reducibility of oxides of Pt crystallites owing to the overgrowth of silicalite-1 and ZSM-5 layers in the CS configuration. Finally, the separate impacts of H2O in the feed and of hydrothermal aging (HTA) on catalyst performance are reported. H2O in the feed is shown to have a negligible impact on conversion and product distribution. The silicalite-modified Pt/Al2O3 catalyst is more resilient to HTA treatment than conventional Pt/Al2O3.									10	1	1	0	2	0	11			2155-5435			WOS:000526394500011		
